sample_index,face guangpu mean1,face wenli mean30,face wenli mean78,face wenli mean94,face wenli mean102,face wenli mean126,face wenli mean166,left ear wenli mean218,left ear wenli mean1438,right ear wenli mean1574,right ear wenli variance1608,right ear wenli variance998,face wenli variance559,right ear wenli mean928,face wenli variance1454,face wenli variance935,face wenli variance863
60,-0.00384735558219698,0.0002978097016767365,0.000916925438382655,-0.0013421290491057727,0.0014406487538372458,0.0015157587796406167,0.006958526138752464,-0.0009337533892885707,0.011883861799595209,0.00016096757632697126,-0.001698118094385001,-0.007159896271526319,0.008671466837352345,0.023220548017004624,-0.005794139565443898,-0.007150298276349573,0.008594998578209048
61,-0.005973039936793695,8.282653175242631e-05,0.0006672639416657722,-0.0003900527955915254,0.0007466986129287461,0.0013511370191111693,-0.006483932529792667,-0.0007722545091226397,-0.023283042457841508,-2.088158873582085e-05,0.0002909205087767339,-0.0032203140109637873,0.0069654297098069124,-0.027080062884061784,0.0018284869754377174,0.0010236470066063484,0.03285479274354624
62,-0.002407192819825803,0.0003135921962941956,0.0009352537625463942,-0.0014120235359709045,0.0014915935062452107,0.0015278441072985327,-0.013694897439000358,-0.0009587072112975767,0.012546107011948552,0.0003644318876246174,0.005182539948058,-0.0029006319620792686,-0.03688886395272441,-0.00030502107554301574,-0.005951497747005663,0.0065336891504006,0.01160722351698408
63,-0.006292218486330396,0.00032988655560195116,0.0009541765188451741,-0.0014841848710586921,0.0015441905208934353,0.001540321391529138,-0.0012501437013428978,-0.0009937867483300145,0.013299578720404158,0.00037551791673218725,0.0058029023742435576,-0.0026447554398400922,-0.0019029168585591586,0.006684900028027286,-0.005816152100834234,0.010113216394123957,0.0123996838569815
64,-0.0030415789159871994,0.00023988368089157525,0.0008496555351006061,-0.0010855973919088786,0.0012536677436480119,0.0014714023608312936,0.006891239522932764,-0.0007599215751625554,0.010405469318496549,-0.00024253255688968432,-0.001871406502511531,-0.007879426287388197,-0.00675445994001667,-0.005053349674917029,-0.005662064353101891,0.0032267749086826846,0.0016773889804411503
65,-0.003205998994675577,2.5071132530697192e-05,0.0006001921824287369,-0.00013427675446884974,0.0005602683568195991,0.0013069112524927422,-0.006791132101281718,-0.0008246718075407474,0.010756384206869972,0.00018260012606120918,-0.0011583549277931794,0.004780571822530754,0.009734693547197717,0.013615435658538651,-0.004804581760210966,0.0020607616881486673,0.0009330892135926765
66,0.0008617813199574213,-0.0010475413259845216,-0.000645440356547996,0.004615903696100446,-0.0029020471676417343,0.00048556625442260483,0.005395772189596867,-0.0007441759926435942,0.0060214788119163035,0.0001551896145315031,0.002886468540381359,-0.009768724291747658,0.008039319151699326,-0.058018221517538104,0.009655641416574667,-0.004498247876405623,-0.016181427189999216
67,0.0025438547529851407,0.00011635366896681253,0.0007061992465109048,-0.0005385313541752934,0.0008549217896656663,0.001376810174622309,-0.004230772317874417,-0.0008330436993760325,0.011743723341742354,6.954699406313303e-05,-0.0008505665052195886,-0.006930196375603144,0.013044710224123022,-0.006485571154277272,0.004892506115855789,-0.004102662705017301,-0.010113194973222966
68,0.015903028797398692,0.00042176626751007877,0.0010608770870848892,-0.0018910841270248996,0.0018407715930198049,-0.006702786636505717,-0.008625311736343287,-0.0007209554302707943,-0.01285865217255986,6.222012082249407e-05,-0.0017452182867100906,0.0024524881195488427,0.020625912709653364,0.02962748778646119,0.031556478913042973,-0.015780574019184177,-0.0558920088683259
69,0.005373612271743402,8.435530096077891e-06,0.0005808731380399304,-6.0604187232628156e-05,0.0005065698340112026,0.0012941726638803445,-0.0028303386584281956,-0.0008160950364356164,-0.00710683296818694,6.369941827012904e-05,0.000668981410808623,0.04429778853269651,0.012831455583179874,0.04192892366583292,-0.0004413198880970805,0.0026282115781925868,0.0046283186442991914
70,-2.9625673292542987e-05,-0.0004188008647376304,8.472044932637948e-05,0.0018314584626083822,-0.0008725183825244173,0.0009670195778757914,0.006126114396653097,-0.0006096707004616246,0.008449673340962475,-2.8939408950585047e-05,-0.0025766500239567535,0.010282571466331318,0.012269377279551031,0.0537181946907011,-0.003312886576245372,-0.0123003134664085,-0.0005817797236401254
71,0.0030286925796742183,-0.00023862449375344703,0.00029396056086052844,0.0010335278882345389,-0.0002909220739534856,0.0011049882914623758,-0.00983448888837858,-0.0008578636973932605,0.011586863817895693,0.00023409708073828832,-0.0015429645196670526,-0.0035877684028750535,0.011518416293943916,-0.011688909575398584,-0.003976155714035285,-1.6149357184143426e-06,-0.0076701404443909535
72,0.009948720865833531,0.00017760681023889805,0.0007773329586707153,-0.0008097975248194336,0.0010526425044165809,0.0014237143111541124,-0.00021696217478004044,-0.0007581148788666795,-0.01841880473611942,8.747259842859157e-05,-0.0036347671788108096,0.007486907775779314,0.014347086781311769,0.029319129414615286,-0.0023174168329361793,-0.004849385275727799,-0.03127319952133252
73,-0.001890427787088659,-0.0003308454487884387,0.00018686370453078636,0.0014419383763491815,-0.0005886046542400281,0.0010343707822828788,0.006228283028332196,-0.0007052613531741826,0.009981300236245499,-0.00023088961580182825,-0.002674124753527937,-0.00674663278356199,0.015114803488707253,-0.03694725197809298,-0.003481817062126624,-0.017607377451100893,-0.042091815544171005
74,0.00040150260798841334,-0.00033400194771193074,0.00018319803969803826,0.001455917273722209,-0.0005987936047216218,0.0010319537167512954,0.006224616452801521,-0.0007015125758202787,0.01041957416328044,-0.0002491284831561978,-0.005780974338180339,0.0005844586240711636,0.01312087259588844,0.024371734018226822,-0.0036731374411477654,-0.005470172492251011,-0.018659507590212364
75,-0.004991873858487514,-0.00011970126404134853,0.0004320669602348675,0.0005068634845048327,9.295351986653311e-05,0.0011960528685171575,0.006473547202343617,-0.0006785406747398842,0.00936978696561486,0.00019159773524270613,-0.00038737263524182543,-0.006469487752441027,-0.004193881001263043,-0.0025895495555659617,-0.00415766479156816,0.003358636632478792,0.006983808494678356
