sample_index,face guangpu mean1,face wenli mean30,face wenli mean78,face wenli mean94,face wenli mean102,face wenli mean126,face wenli mean166,left ear wenli mean218,left ear wenli mean1438,right ear wenli mean1574,right ear wenli variance1608,face wenli variance455,face wenli variance1007,left ear wenli variance894,left ear wenli mean217,right ear wenli mean200
10,-0.011120054237344383,-0.0016991958322819134,-4.511022037197168e-05,0.004094363851251549,4.701070453104653e-05,0.001859426479569878,-0.00920753516930612,-0.0017480891035964198,-0.003574262066940582,0.007588191299123649,-0.005028085890102458,0.001452659504641202,-0.023705521577051213,0.027334352562330487,-0.016439206274560362,0.025743276737023146
11,-0.021068439819159193,0.0009668738083552802,0.0033464175801808426,-0.002397620461755471,-5.771451288464088e-05,0.003101782507492342,-0.010605427439707963,-0.0015459931834167224,-0.0031619100738966015,0.0016857441463008227,0.003513365111382332,0.005561101210303119,0.01283756857593509,0.0005633547368810975,-0.013927611196113323,0.021003535775706718
12,0.00938153838289039,-0.0017638488147981783,-0.00012735577924648044,0.00425179640360768,4.9550322231719286e-05,0.0018292989760238527,-0.009173635865574388,-0.0018199317371192494,-0.0036032802359784013,0.0033056088679387268,0.00040995329574197855,-0.022452660334568386,0.008899798565447464,-0.002064154311717708,-0.013647138172105203,0.022869287818778516
13,0.06699335406888934,-0.0015118753606164885,0.00019318159975997235,0.003638231143755442,3.965261574650816e-05,0.0019467155411831373,0.005915035027126133,-0.00148420272296277,-0.0024865979374142245,0.004650738084227299,-0.004307098025774702,-0.0003376702064876819,-0.008531591499531678,0.026218561048541957,-0.012397751501859127,0.02455029158732828
14,-8.185153604006474e-05,0.0011729551901258721,0.0036085752990933366,-0.0028994367223906348,-6.58095443055352e-05,0.0031978139250452967,0.013378027278137973,-0.001614588222901197,-0.0035192200990283216,0.005158898010380762,-0.008660626054353044,-0.009360394083282032,-0.010803662878495891,0.08318841620215044,-0.015393968374918878,-0.026545052277177565
15,-0.027658232824064138,0.001156791944496806,0.0035880139093747094,-0.0028600785843016017,-6.5174639880367e-05,0.00319028204915879,0.0070393114888361325,-0.0017522331450856446,-0.003015240378984998,0.008822150035863778,0.003168691174374111,-0.015748528690963475,0.012888708446201217,-0.014452339573005122,-0.011128605083210041,-0.015277462827341302
16,-0.026460954968710607,0.001994394423345907,0.004653534498007846,-0.004899673525986825,-9.807629419890389e-05,0.003580594617420238,0.011945176350762783,-0.0016974776861054593,-0.003150585910369649,0.0008675831548204335,-0.010096543061459521,-0.004915305079470637,0.0010973155019948385,-0.02446446880156987,-0.010279446929856346,0.02531646026597037
17,0.0008315939979799198,0.0012866751683018017,0.0037532393624708205,-0.0031763493368027577,-7.02765504397542e-05,0.003250806051818216,0.0060471515099734625,-0.001388763990375749,-0.002015610732261931,0.004518408268692291,-0.01615930375813133,0.0033678512664389367,-0.02084899453790331,0.027296359661323367,-0.01412174504608432,0.027706541157376655
18,-0.03638944612169573,0.0021034963313421025,0.0047923238786085785,0.26601152765145175,0.0037414401915315523,-0.03527178015642001,-0.008290740606775608,-0.0012827646436938895,-0.006317431795157372,0.008948770189307174,-0.031211187659628655,-0.0020953436889800886,0.0016014085089033874,-0.027608881266502593,-0.015022955925912223,-0.012287463867740437
19,-0.025869047169238855,0.0002756064283264738,0.0024670510020359904,-0.0007143572345548833,-3.056101112968021e-05,0.0027796603155605133,-0.010242977294897695,-0.0014715954588234207,-0.010669503833703674,0.006411329183299635,-0.01861981789829739,-0.00015085736914079756,0.01707852496014322,0.09713531021791481,-0.01305109386331501,-0.024711043139122535
