sample_index,face guangpu mean1,face wenli mean30,face wenli mean78,face wenli mean94,face wenli mean102,face wenli mean126,face wenli mean166,left ear wenli mean218,left ear wenli mean1438,right ear wenli mean1574,right ear wenli variance1608,left ear wenli variance1088,left ear wenli variance262,left ear wenli mean904,face wenli variance535,left ear wenli variance872,left ear wenli variance848,face wenli variance1167
143,-0.012433436948874903,8.721891871846424e-07,-4.151722000736779e-05,0.0003299482938689684,6.243229879768831e-05,-0.0009920535907129151,-0.001832161099922034,-0.008196594860459181,-0.008398439028980624,-0.003918155265490804,0.006819816177920657,-0.007022938869911371,0.018504982268056445,-0.012881348728298672,0.0014243152828045808,0.005511551463985339,-0.0033849201902919615,-0.12380692266063274
144,-0.00442872718454663,9.666785010601898e-07,-3.995479511683445e-05,0.00036723739130254887,2.2944574946075903e-05,-0.0009832902318498002,-0.0018276398524995306,-0.006560966437018911,-0.007487063660139403,-0.0069558803042202725,0.008687463846141759,-0.004010056398964859,0.017289068467786113,-0.006756338838568736,-0.010975872068093055,0.016773365256804656,-0.004112413670984723,-0.13390891949873984
145,-0.005956741768301262,3.96510026870098e-06,9.625507775927783e-06,0.001550529309241435,-0.0012301161775873746,-0.0007052032726469773,-0.0016841674731108848,-0.010828572569212144,-0.009236425091210147,8.49442277205767e-05,0.00733629124446058,-0.002358688514621624,0.009032126520746097,0.013731087586106415,-0.012857808985702098,-0.002467882088077095,-0.0007847989579430331,-0.008352450973902843
146,0.00946786259046565,3.2796125754920477e-06,-1.7093510572579917e-06,0.0012800096458723581,-0.0009436462306390351,-0.0007687784475048549,-0.0017169675786356327,-0.01043749613953979,-0.008775013896725794,0.003970601573184762,0.004488518372947447,5.202045594544148e-05,-0.023947652012332156,0.02594661498905415,0.029578656959008017,0.001953963592594233,-0.0004167345981399499,-0.0589773938766783
147,-0.005568053385957944,1.147440666735146e-06,-3.696580836972728e-05,0.0004385730559580925,-5.259715763961544e-05,-0.0009665255453290586,-0.0018189905096043057,-0.011870822391851218,-0.008679693383327799,0.004200452633775693,-0.0013791857255921508,0.000723911885430224,-0.018485991171374852,0.02680648554695253,-0.022972210295040315,0.013661402048863616,-0.003207542223906039,-0.06030480775707677
148,0.02076757240235281,6.069101450339707e-06,4.4416148971964785e-05,0.002380848652715876,-0.002109392513040972,-0.0005100688532415904,-0.0015834924916843243,-0.011219027413270818,-0.009694733822295461,0.007695195401738517,0.005276437205204289,0.0031138666747896394,-0.022622739361372154,0.03144646507149519,-0.033997291378886685,0.0075427954762434584,-0.0022448654716305653,-0.0526977742205577
149,-0.004344241125903808,2.3013136494955878e-07,-5.213394566105387e-05,7.656771876128621e-05,0.0003307526086962206,-0.0010516008863417838,-0.0018628831165693586,-0.011388130374957495,-0.010296718703205142,-0.0018337249174749522,0.010995531410907056,-0.004987114890964166,0.02003803436256894,0.003949421242299185,0.045346946003652154,0.023947816489261937,-0.006066009486334793,0.025741788354708518
150,0.0015040753183611086,4.444589519858256e-06,1.7554086257702436e-05,0.0017397541080192915,-0.0014304979812318898,-0.0006607333087266983,-0.0016612242486128376,-0.014199607717286086,-0.01168876193590405,0.008597822194424065,-0.008914375559602594,-0.0007568888688908546,-0.018975927984884428,0.006385605020396737,-0.0008332013200782783,0.0288168745697139,-0.006284328644274847,0.04580567610037992
151,-0.0015684129411613003,1.7625015421486422e-06,-2.6795489827622192e-05,0.000681299603227608,-0.0003096352607234007,-0.0009094820665182232,-0.0017895602779348402,-0.01240278286062142,-0.010635422121182759,0.0021911852603180436,0.002035023140031336,-0.00026553866622219656,0.016464322897891872,0.0024761206078449984,0.012956227017208732,0.030111408924581865,-0.006712839676471764,0.01633852493943641
152,0.005594297400450384,2.6727681621546864e-06,-1.1743806565403658e-05,0.0010405256288144584,-0.0006900418426727817,-0.0008250598951102022,0.00240107443708365,-0.014588660762887824,-0.011918237245936261,-0.0008039250562288776,0.004357092493415106,0.003931037372728015,-0.011134706910355376,0.007326654605843865,-0.01991911091797512,0.041844780407584076,-0.008716519877519585,-0.03910929518779103
153,-0.015571224866927582,4.901237006443892e-07,-4.783485108648077e-05,0.00017917063902884057,0.0002221000517629017,-0.0010274880417681194,-0.001850442665586941,-0.011053335443816396,-0.009227866571488665,-0.0018021833120799935,0.005399271078084394,0.0005923344065117744,0.014958799523348783,-0.0065884062579743274,-0.01817044421126985,0.01443410039641361,-0.004865609686325624,-0.030462244551473856
154,0.014373288518432233,7.77812556217568e-06,7.267566003552392e-05,0.0030552949367319334,-0.002823605257487519,-0.0003515663625000324,-0.001501716886129473,-0.01111254926551172,-0.010052372965156854,-0.005262028984712224,0.009588669877220657,-0.0010689068261729615,-0.018514263910802898,0.0030938477144713404,-0.003908512398960714,0.025621290581695537,-0.0075946499560993605,0.028064313587936172
155,0.0044671160217037605,2.441533443726327e-06,-1.556738052111879e-05,0.0009492715642875592,-0.000593407288650823,-0.0008465056304646578,-0.0017570690775134926,-0.013156445407979724,-0.008983306870447343,-0.048723341278024655,0.03948471613490808,0.0015832961849511701,-0.008362490407490287,0.004826944464271111,-0.009053550238089044,0.03138741968892642,-0.006451242732918648,-0.023897024344631583
156,0.013134130484678359,4.307257225157152e-06,1.5283232690095022e-05,0.0016855575316251446,-0.0013731058856960069,-0.0006734701160184307,-0.001667795502630638,-0.012813230056968048,-0.01035224209989825,0.0028230240151979314,-0.0019946279798670847,0.0012262436694174994,-0.022042032173909404,0.0021472236035273043,-0.002226480797707273,0.011645506154467761,-0.0035404560817792656,0.03260518272142379
