sample_index,face guangpu mean1,face wenli mean30,face wenli mean78,face wenli mean94,face wenli mean102,face wenli mean126,face wenli mean166,left ear wenli mean218,left ear wenli mean1438,right ear wenli mean1574,right ear wenli variance1608,face wenli variance951,left ear wenli variance246,left ear wenli mean214,right ear wenli mean1184
38,0.04512680553130046,-0.0006129886338914675,9.086377810240953e-05,-0.006226369178261867,0.0013059559106252533,-0.0021865341649974935,0.030696216807961526,0.08425001963755945,-0.012098744738408251,0.008614420349764524,-0.03941071084920894,0.05506416986078786,-0.03591836851652198,0.013662171118110744,-0.04787484837875168
39,0.028782399563705707,-0.0005053266107532862,0.00010298397779801256,-0.005105074138349712,0.0005424229212035691,-0.0022420101083986577,0.030905029408483303,0.10563977527065414,-0.0184968476608657,0.5628126400189464,-0.41028020971944745,-0.008250176326430228,-0.025276049592460714,0.0019001054626287736,0.043762167893551876
40,0.0690280123161864,-0.0007962850760306141,7.022893010806474e-05,-0.008135393227906365,0.0026058839292287675,-0.002092085419252721,0.030340709771832924,0.09210236324261294,-0.014290716546323452,-0.009605354380122041,-0.01905150653599977,0.07717730804782585,-0.0021200768577179334,-0.023868827360547143,0.0038823616080176106
41,0.0023741622298307802,-0.0014698502276548422,-5.598589269003207e-06,-0.015150543431841917,0.007382769954580914,-0.0017450116680884618,0.029034316980467857,0.0990655366981128,-0.01623294159199953,-0.056196502609722365,0.020034100679608657,0.11015166958468105,-0.03781631275785275,0.006061997220634494,0.01625282583464102
42,-0.04285745603758311,-0.001549180139440871,-1.4529262728921312e-05,-0.015976760829671935,0.007945373209944265,-0.0017041346571612884,0.028880455064293913,0.11833893471043987,-0.022071980430128684,-0.010989134739353916,-0.07454642917476714,0.06033292363377247,0.011074890270364384,-0.03507010589304094,0.015515255786416644
43,0.04637515028145072,0.000868411240547626,0.00025763439771261774,0.009202342663824616,-0.00920004835800768,-0.002949867912528835,-0.027565843561878547,0.09166339685429217,-0.014022311835150169,0.010692028956342383,-0.0267649688024187,0.021609815925123108,-0.030725986947609075,0.010125947528273092,0.08023147048349522
44,0.015595503360725835,0.0013305942048662254,0.00030966527787040104,0.01401595706857337,-0.012477823845776743,-0.0031880209327132354,-0.011148012574858656,0.08825751373786896,-0.0160436645678723,-0.004831893561091012,-0.03953266282180047,0.018841487671520902,-0.01069824979551856,0.0005570265018981124,0.07963939370505757
45,0.01594245841375271,0.0002145553837770687,0.0001840256791951567,0.0023924638630766367,-0.004562939538956982,-0.0026129499404769167,-0.02586667283543592,0.0902697904411848,-0.018614864807738375,-0.019113514663583728,0.08117607716032596,0.042282976915730554,-0.030924774479858225,-0.017566687621733995,-0.02312381622621416
46,0.03564432884508711,-0.0002528012704406189,0.00013141236381172672,-0.0024750342850088447,-0.0012484725345337899,-0.002372131028275528,-0.033270202429221706,0.08239455467817426,-0.015278014277875457,0.054381889794107796,-0.07354710051047489,0.07498943571836657,-0.03175976749291333,-0.022057943666417355,0.07841886683073562
47,-0.002815416594237274,0.0006166249987919703,0.00022928921673113877,0.006580000488103276,-0.0074143945475066185,-0.002820127834368677,0.033081076508657596,0.07416285735235816,-0.010016247883877795,-0.04092259082946112,0.05923488475822038,0.032638478483827386,-0.028072877757354738,0.017490566038790425,-0.014906982778015911
48,0.09354780458454268,0.0004663416255327244,0.00021237086017663568,0.00501480603879798,-0.006348593349458044,-0.0027426900186370757,0.03278959896559516,0.08281347016657697,-0.01553989994665007,-0.009151846531298146,0.042818794225472995,0.02203399525430385,-0.008808416427013983,-0.11423283285876609,0.02103187559916332
49,0.05080759173837796,-0.0014410253839313477,-2.3535930118280517e-06,-0.014850334004680084,0.00717834579036504,-0.001759864495040261,0.029090223328891305,0.10423375147649253,-0.021641049248119305,-0.017832451894042728,-0.03025076268566181,0.026420902527148557,-0.010604903610010017,0.0014157705266360722,-0.062523696795438
50,-0.15285096670021808,-0.0030387100980071038,-0.0001822151376937174,-0.03149014712557329,0.018509035576176548,-0.0009366116507461065,0.025991482563711175,0.08346091081900343,-0.04997528025300822,-0.051977329161476106,-0.00787935082469126,-0.008953421003756293,0.011161121655148192,-0.06939920412931691,0.049289396590553806
51,-0.17703964101207462,-0.004541543830599565,-0.0003513987032387482,-0.04714209161862628,0.02916704755666232,-0.00016223349343009373,0.023076707133086852,0.08245829947388843,-0.061494428171478,-0.02068916372808728,0.02369943496694523,-0.03520788895727145,-0.0004052675870418804,-0.08537440517084478,0.01310905980032579
52,0.04427263945183282,-0.00041096836164133466,0.00011360648691338073,-0.004122337295589184,-0.0001267604539646262,-0.00229063090089899,0.031088039078963486,0.08625155616712343,-0.012111333234074673,0.6743988276423852,-0.04217495556128519,-0.028186604797933824,-0.030746619869710817,0.013986576344010309,0.07820618396066543
53,-0.08288067568075404,-0.0020433907078966874,-7.016569428356592e-05,-0.02112394126460051,0.011450286657953194,-0.001449478495919334,0.027921923996452536,0.08513174691725157,-0.018238109116007692,-0.030941542019875357,0.0545600591422088,0.04266250578920862,-0.030017210499410803,-0.031167738315754874,-0.028608609386194975
54,-0.002682618149075585,-0.0002665977768381892,0.00012985920321000182,-0.0026187242672401534,-0.0011506284901227728,-0.002365021982896889,-0.008018690559258869,0.09986223368290659,-0.015932840847094714,-0.017299483268288153,-0.01277775505712062,-0.0018763237747898484,-0.03773207351727187,0.006613692732196182,0.016809539665561025
55,0.04139292235311714,0.0004121410646851276,0.0002062691578127166,0.0044503096800321395,-0.005964206032129051,-0.0027147616260781372,-0.0058741803735798525,0.09611913027523356,-0.02949806890048851,0.004389432698328219,-0.014186977851512558,-0.00409768394602692,0.0053417838463714964,-0.03064703693405622,-0.04562930121138364
56,-0.1151053592454946,-0.0009327719428922898,5.486373415528655e-05,-0.009556897694980356,0.0035738410828663253,-0.002021756648899758,0.0300759908228877,0.09083332285627721,-0.021411758791338095,0.005643362519648983,-0.024474981761531914,0.0562027564812208,0.01668590671392079,-0.09296466094676487,0.037703989798821294
57,0.03934793076796039,0.000431111260981787,0.00020840475364008833,0.004647883405600188,-0.006098741593194199,-0.002724536563473766,0.032721268984188735,0.07562381745440867,-0.01172626014342153,-0.029177900385560212,0.037652773164300976,0.012489960347732794,-0.03279226737408713,0.014346934760550972,0.03611922456506794
58,0.06362663125185315,-0.0010596505285128013,4.058020362156669e-05,-0.010878332353000408,0.004473656848431929,-0.0019563788208640624,0.029829907323416956,-0.049921992334009735,0.02526840629083269,-0.021811304943766915,0.005460839954912307,0.12756534730895122,-0.007972427341857408,0.04078079498305479,0.019918953122287752
