face wenli variance904,face wenli variance544,face wenli variance686,right ear wenli variance398,left ear wenli mean480,left ear wenli variance358,face wenli variance648,face wenli variance179,face wenli variance896,left ear wenli variance512,face wenli variance1163,face wenli variance479,right ear wenli variance1303,left ear wenli variance1400,face wenli variance895,face wenli mean464,right ear wenli variance1182,left ear wenli mean1280,left ear wenli variance472,left ear wenli mean222,left ear wenli variance214,right ear wenli variance1294,face wenli variance1024,face wenli variance128,right ear wenli variance1464,right ear wenli variance1351,left ear wenli variance496,face wenli variance526,left ear wenli variance1184,left ear wenli variance488
0.5796,0.561047,0.500378,0.503118,0.50282,0.475282,0.589332,0.19665,0.589347,0.507615,0.206976,0.296,0.347725,0.345216,0.312978,0.523024,0.452742,0.696138,0.497256,0.364845,0.474441,0.379052,0.556,0.212401,0.34992,0.339971,0.524715,0.468111,0.517736,0.509692
0.563541,0.58701,0.480092,0.51001,0.439243,0.445296,0.561611,0.191759,0.565601,0.538052,0.202498,0.313026,0.337572,0.356247,0.300963,0.541777,0.501477,0.753567,0.519033,0.106516,0.27406,0.378732,0.572846,0.206152,0.328506,0.340192,0.542693,0.492875,0.415033,0.544898
0.590105,0.554099,0.507634,0.49049,0.510262,0.465936,0.601313,0.189126,0.589461,0.521002,0.202952,0.308949,0.339923,0.322633,0.305326,0.616675,0.503951,0.780038,0.529926,0.148276,0.23738,0.508053,0.578026,0.204162,0.326929,0.339577,0.511678,0.475393,0.428689,0.529306
0.558956,0.548957,0.495404,0.511786,0.558387,0.480805,0.573771,0.193225,0.559645,0.495703,0.204346,0.312527,0.336752,0.297292,0.303537,0.819492,0.435142,0.854286,0.471996,0.113556,0.240571,0.416527,0.566012,0.20819,0.332099,0.327388,0.517695,0.407621,0.440992,0.517357
0.581995,0.590354,0.527629,0.4515,0.743065,0.353197,0.584929,0.196546,0.579671,0.512738,0.197475,0.307471,0.340151,0.31405,0.306107,0.522047,0.423772,0.390873,0.43465,0.15841,0.238606,0.451699,0.582622,0.199357,0.429385,0.34769,0.45765,0.492237,0.40652,0.465646
0.575814,0.571529,0.514436,0.483348,0.560354,0.452516,0.585673,0.19176,0.578304,0.51269,0.198804,0.300182,0.344813,0.496045,0.305063,0.673497,0.485025,0.604251,0.517459,0.108783,0.285441,0.498426,0.570507,0.203517,0.410403,0.336532,0.506711,0.500988,0.508196,0.513465
0.585899,0.575421,0.512259,0.489347,0.52599,0.478818,0.597099,0.191513,0.586099,0.51296,0.204197,0.290502,0.331817,0.413787,0.307999,0.728189,0.487395,0.615229,0.512047,0.377746,0.489523,0.486712,0.556039,0.206305,0.306087,0.334072,0.508139,0.495482,0.508962,0.52126
0.55975,0.56602,0.533085,0.452901,0.460865,0.494675,0.558711,0.206476,0.5616,0.510146,0.210103,0.310339,0.350854,0.506537,0.303997,0.500306,0.478045,0.695557,0.517053,0.456654,0.499053,0.480627,0.56738,0.214617,0.336417,0.345773,0.50122,0.50268,0.46039,0.515172
0.578181,0.575327,0.523435,0.418786,0.633423,0.455257,0.579658,0.192416,0.579086,0.485464,0.201025,0.30341,0.332303,0.382155,0.306234,0.671259,0.44032,0.556155,0.492524,0.087385,0.252965,0.481027,0.56098,0.202851,0.347801,0.327414,0.474274,0.502234,0.434702,0.469867
0.594099,0.585286,0.537205,0.381597,0.641941,0.476965,0.596636,0.180295,0.596251,0.492976,0.191888,0.301626,0.333112,0.297202,0.312661,0.558915,0.434515,0.779203,0.472911,0.082041,0.241276,0.46223,0.579402,0.186576,0.311201,0.333986,0.491524,0.489419,0.423583,0.473561
0.586941,0.585111,0.520517,0.421721,0.516435,0.459833,0.587841,0.194121,0.587139,0.516426,0.202331,0.30832,0.303211,0.301588,0.309049,0.56356,0.437844,0.596227,0.503451,0.29707,0.447248,0.308677,0.577762,0.20451,0.311295,0.300086,0.504856,0.501381,0.519087,0.495504
0.588665,0.592487,0.507555,0.448121,0.547213,0.435149,0.591466,0.192346,0.59093,0.4943,0.204465,0.303787,0.346669,0.341403,0.309412,0.515456,0.429306,0.573116,0.481556,0.228232,0.396385,0.462264,0.579263,0.206268,0.321771,0.343659,0.499414,0.491594,0.504478,0.492144
0.595138,0.594891,0.53775,0.471205,0.552416,0.485371,0.595522,0.200016,0.592619,0.498908,0.202116,0.306518,0.33192,0.473613,0.309616,0.564403,0.45059,0.578424,0.502316,0.410156,0.491504,0.438843,0.588129,0.201607,0.423028,0.339754,0.476758,0.493746,0.493592,0.485162
0.581091,0.592748,0.551322,0.506332,0.526117,0.481076,0.586917,0.198904,0.579998,0.500234,0.199578,0.310126,0.343841,0.475449,0.304327,0.446299,0.471721,0.677848,0.513479,0.338718,0.4691,0.446036,0.582823,0.420206,0.50447,0.34499,0.497161,0.517351,0.495777,0.520282
0.57062,0.582611,0.551804,0.505387,0.373266,0.520603,0.579813,0.209391,0.572656,0.501523,0.207303,0.312207,0.352692,0.390482,0.30559,0.451581,0.481979,0.481697,0.513082,0.487394,0.481628,0.454277,0.570746,0.333067,0.355621,0.355293,0.505425,0.512892,0.526063,0.505316
0.581258,0.581661,0.514384,0.499283,0.358208,0.505689,0.567061,0.185423,0.581865,0.506631,0.197062,0.305918,0.343209,0.445354,0.302943,0.446565,0.488819,0.469638,0.500326,0.332523,0.488235,0.484359,0.583881,0.57349,0.512271,0.345089,0.488355,0.511672,0.52175,0.511545
0.589477,0.603551,0.510158,0.484917,0.604704,0.437981,0.585639,0.193673,0.585555,0.490764,0.203398,0.298732,0.339085,0.32165,0.300444,0.583646,0.500112,0.714007,0.489785,0.139459,0.316152,0.455711,0.575322,0.199767,0.355992,0.346031,0.502548,0.503702,0.492285,0.481141
0.591181,0.583489,0.492991,0.468641,0.648382,0.501423,0.604772,0.169113,0.592512,0.526615,0.18309,0.271947,0.304753,0.27796,0.304749,0.714738,0.467327,0.894492,0.496816,0.106179,0.269592,0.251505,0.547597,0.178003,0.311957,0.305115,0.514773,0.478369,0.451253,0.510912
0.581397,0.551688,0.483842,0.493708,0.579485,0.460349,0.57872,0.180562,0.588677,0.564168,0.194523,0.306666,0.30158,0.277722,0.308205,0.475269,0.454996,0.858685,0.532757,0.064845,0.215962,0.251018,0.563508,0.194582,0.31373,0.30159,0.512529,0.387074,0.386007,0.530299
0.565059,0.530926,0.489236,0.436086,0.661087,0.495289,0.581796,0.185448,0.56958,0.457633,0.198529,0.275586,0.343482,0.338599,0.305534,0.768511,0.494374,0.75521,0.444636,0.137129,0.336196,0.482039,0.52337,0.198956,0.336404,0.344737,0.450973,0.445917,0.439238,0.464745
0.536132,0.541232,0.507247,0.402905,0.641704,0.454589,0.577393,0.178971,0.525228,0.501664,0.193295,0.291086,0.324374,0.315241,0.288927,0.735171,0.531291,0.783367,0.484243,0.150737,0.238643,0.37303,0.506457,0.192803,0.309932,0.328558,0.486756,0.46223,0.536471,0.505049
0.532489,0.569388,0.46824,0.351599,0.473702,0.500647,0.516807,0.186003,0.527352,0.522807,0.198415,0.305581,0.313639,0.312038,0.29445,0.481719,0.510731,0.860742,0.518218,0.100561,0.268363,0.489944,0.55204,0.199037,0.304561,0.308806,0.517731,0.451531,0.494119,0.51512
0.567446,0.542186,0.495622,0.472675,0.621445,0.482814,0.586762,0.18051,0.564649,0.517968,0.190918,0.304894,0.295846,0.276894,0.304187,0.55585,0.425285,0.78879,0.521725,0.071129,0.321634,0.264243,0.546101,0.19613,0.305761,0.295359,0.511341,0.432503,0.466109,0.523355
0.602503,0.572646,0.511631,0.470831,0.563284,0.481479,0.604974,0.18411,0.602018,0.515886,0.193969,0.293128,0.321063,0.295183,0.309539,0.555232,0.476146,0.736147,0.491796,0.106713,0.492318,0.409096,0.544852,0.193935,0.299098,0.287171,0.512817,0.483069,0.513815,0.498184
0.578801,0.560357,0.499963,0.46559,0.723224,0.481622,0.579971,0.17998,0.576406,0.439561,0.194068,0.278304,0.341888,0.397472,0.301811,0.723308,0.43237,0.567792,0.463039,0.080491,0.235188,0.508359,0.548429,0.195168,0.30267,0.330711,0.437117,0.488112,0.432256,0.438617
0.600243,0.609064,0.530859,0.49968,0.408318,0.511123,0.605249,0.189666,0.599028,0.523881,0.195606,0.296135,0.337865,0.539906,0.308231,0.615273,0.495314,0.662389,0.541073,0.530109,0.500715,0.494094,0.589441,0.470666,0.460154,0.335112,0.537485,0.49081,0.510748,0.523587
0.578507,0.595171,0.54842,0.457948,0.528469,0.451584,0.593819,0.204691,0.579194,0.498161,0.206741,0.314548,0.347782,0.325112,0.309701,0.491176,0.475455,0.699506,0.505766,0.138805,0.508638,0.424331,0.585767,0.388833,0.336838,0.347342,0.498237,0.520335,0.460103,0.499947
0.593259,0.605286,0.574337,0.51802,0.501458,0.483111,0.610268,0.193751,0.595832,0.499721,0.199091,0.314144,0.337823,0.354701,0.307563,0.370957,0.477398,0.600177,0.50128,0.408215,0.438523,0.460027,0.598887,0.354148,0.351103,0.343822,0.510391,0.545041,0.508545,0.519436
0.583801,0.591665,0.541366,0.78344,0.413609,0.516576,0.583444,0.181677,0.583878,0.512808,0.194531,0.306824,0.328326,0.44917,0.306202,0.460127,0.709688,0.558737,0.509515,0.402986,0.407686,0.638691,0.581686,0.579124,0.440464,0.321503,0.509923,0.511042,0.520191,0.511698
0.578261,0.581911,0.507447,0.506912,0.321128,0.703577,0.58726,0.202014,0.582754,0.489396,0.212313,0.309558,0.340869,0.484916,0.305368,0.495551,0.441817,0.261659,0.482686,0.969891,0.577102,0.441812,0.554391,0.216604,0.330431,0.350462,0.483979,0.478572,0.485278,0.488486
0.582579,0.587497,0.539587,0.500949,0.574679,0.495381,0.588921,0.19745,0.586341,0.49681,0.198423,0.299655,0.324733,0.296461,0.308443,0.502361,0.497702,0.745992,0.485933,0.323139,0.471989,0.421728,0.566146,0.197491,0.372847,0.330787,0.484127,0.488805,0.507724,0.481586
0.593173,0.598121,0.531986,0.486162,0.631342,0.48083,0.588674,0.191164,0.589453,0.495697,0.196283,0.304061,0.331603,0.39207,0.305075,0.4728,0.463627,0.662995,0.497871,0.319279,0.43383,0.457865,0.589673,0.191713,0.467116,0.329711,0.495855,0.499565,0.477401,0.483577
0.595531,0.59521,0.515606,0.464274,0.558971,0.499062,0.593237,0.185959,0.600017,0.526518,0.193021,0.307397,0.3288,0.453162,0.30437,0.487821,0.482016,0.574692,0.523188,0.437895,0.428714,0.472996,0.581844,0.188047,0.347122,0.336261,0.506116,0.487354,0.499722,0.512513
0.586921,0.591394,0.516745,0.43524,0.604562,0.417235,0.57973,0.1956,0.583822,0.50271,0.197231,0.305944,0.334412,0.51042,0.300699,0.4402,0.47574,0.60297,0.482789,0.235797,0.393566,0.427341,0.583123,0.196787,0.344286,0.336992,0.480042,0.489257,0.517852,0.485645
0.591204,0.603186,0.528225,0.494083,0.496624,0.470738,0.591687,0.189757,0.594821,0.51474,0.192144,0.30802,0.330053,0.445129,0.300305,0.455497,0.496474,0.574675,0.523213,0.400686,0.487704,0.478518,0.60013,0.187442,0.325615,0.327673,0.515212,0.509221,0.497598,0.511442
0.597738,0.584774,0.505913,0.402014,0.609784,0.367082,0.600275,0.187541,0.598226,0.501433,0.198009,0.300158,0.328297,0.536092,0.302677,0.54354,0.492431,0.532312,0.495748,0.211935,0.400707,0.517424,0.579463,0.193223,0.307593,0.327222,0.489052,0.475748,0.508006,0.491074
0.593589,0.601799,0.509564,0.433224,0.655231,0.42917,0.599486,0.179272,0.593619,0.509243,0.192261,0.295426,0.32601,0.299206,0.30102,0.598485,0.471856,0.634025,0.462506,0.396903,0.413465,0.469948,0.582065,0.186658,0.288612,0.313946,0.482737,0.485073,0.511304,0.478788
0.58018,0.559498,0.511416,0.42119,0.65797,0.412124,0.593222,0.178446,0.580804,0.49973,0.190804,0.30288,0.331016,0.329284,0.304128,0.581997,0.41602,0.565073,0.482713,0.175532,0.351656,0.503359,0.573116,0.189311,0.449091,0.327177,0.501906,0.477975,0.459452,0.494028
0.595664,0.589711,0.505242,0.626499,0.487432,0.463697,0.608954,0.182798,0.596788,0.540793,0.196398,0.287838,0.288103,0.524705,0.30479,0.613897,0.590141,0.641727,0.534717,0.445944,0.262965,0.545436,0.577599,0.190943,0.510736,0.289674,0.523103,0.473617,0.501534,0.54409
0.609911,0.613011,0.541001,0.492226,0.335562,0.489492,0.605857,0.189308,0.610389,0.52662,0.191851,0.311379,0.323211,0.515874,0.311018,0.42605,0.488352,0.53883,0.541048,0.489641,0.4976,0.41802,0.607148,0.300015,0.394276,0.328573,0.536639,0.519224,0.542098,0.540834
0.585922,0.58576,0.530613,0.534944,0.432936,0.519281,0.577599,0.180337,0.586787,0.517554,0.193255,0.307539,0.32817,0.442174,0.30325,0.461262,0.50656,0.60937,0.527932,0.31061,0.446736,0.471471,0.590634,0.354271,0.46831,0.328955,0.518976,0.505499,0.527706,0.516337
0.597194,0.605474,0.531149,0.464794,0.579729,0.466042,0.595448,0.190491,0.595783,0.49705,0.192691,0.305804,0.335797,0.301186,0.30447,0.464947,0.453112,0.63913,0.515114,0.377608,0.507871,0.442755,0.59556,0.403139,0.313994,0.316894,0.489191,0.506533,0.495335,0.505642
0.595684,0.599823,0.544128,0.48987,0.472438,0.500974,0.60588,0.188085,0.600784,0.547794,0.190148,0.300879,0.336577,0.520502,0.309913,0.544043,0.479974,0.618804,0.5408,0.444053,0.5024,0.451767,0.600003,0.477395,0.499447,0.339115,0.54692,0.50561,0.539282,0.548811
0.603929,0.611188,0.534861,0.504849,0.500242,0.480927,0.606178,0.193258,0.604641,0.503931,0.192006,0.307853,0.313943,0.410877,0.306499,0.505904,0.476952,0.687862,0.487618,0.339868,0.463555,0.379552,0.596893,0.192258,0.382321,0.318022,0.512553,0.500435,0.496246,0.494779
0.592656,0.599371,0.52507,0.543567,0.429077,0.540412,0.605148,0.188827,0.590728,0.530186,0.197046,0.298398,0.327094,0.46992,0.304589,0.640803,0.49053,0.559267,0.527142,0.293703,0.436803,0.458104,0.576295,0.411195,0.534246,0.317299,0.52955,0.486782,0.531076,0.527045
0.601919,0.601177,0.522032,0.48908,0.51306,0.483225,0.597624,0.166247,0.604398,0.534987,0.186138,0.303687,0.323102,0.520152,0.306044,0.426387,0.438469,0.655728,0.520622,0.41129,0.493167,0.428152,0.594403,0.380593,0.554774,0.316959,0.526901,0.501309,0.565547,0.523849
0.596678,0.613918,0.514245,0.474358,0.445397,0.516725,0.601289,0.187756,0.598783,0.535519,0.187534,0.304061,0.319019,0.501179,0.300162,0.535642,0.485771,0.590768,0.523414,0.278994,0.433327,0.454644,0.605954,0.183368,0.503977,0.318545,0.524212,0.492464,0.546747,0.524344
0.588924,0.583645,0.514921,0.439613,0.516425,0.429656,0.610565,0.180878,0.596822,0.533864,0.190481,0.296588,0.338758,0.325085,0.307128,0.61325,0.511434,0.585329,0.519236,0.140924,0.325438,0.401726,0.575171,0.192842,0.327293,0.320363,0.509432,0.480049,0.528582,0.528145
0.592687,0.60108,0.507714,0.279775,0.61708,0.435788,0.598719,0.192264,0.590754,0.484519,0.196315,0.295954,0.333252,0.512693,0.302028,0.654056,0.321527,0.5226,0.473793,0.196396,0.351872,0.30139,0.586993,0.195774,0.27445,0.331529,0.479992,0.484734,0.444296,0.484395
0.559895,0.566737,0.482963,0.51666,0.453194,0.499935,0.56055,0.193931,0.551058,0.518976,0.204851,0.293505,0.32203,0.335485,0.307419,0.709152,0.44366,0.665818,0.508784,0.090456,0.354332,0.428212,0.505215,0.208888,0.332684,0.32203,0.511634,0.459875,0.489903,0.499819
0.574115,0.51999,0.493824,0.446667,0.57484,0.455553,0.587652,0.189469,0.575296,0.508777,0.201826,0.29499,0.331443,0.293954,0.305739,0.430677,0.481702,0.756371,0.509312,0.104925,0.284383,0.501387,0.538183,0.204536,0.331145,0.312882,0.515008,0.417945,0.446838,0.501563
0.596535,0.577601,0.509142,0.505464,0.330673,0.477221,0.605307,0.179509,0.598437,0.527834,0.197801,0.298318,0.336404,0.470081,0.30241,0.506406,0.474415,0.585234,0.522798,0.147092,0.316488,0.498259,0.57446,0.191964,0.320441,0.341294,0.516087,0.458421,0.530057,0.516672
0.599835,0.606161,0.553836,0.503898,0.401141,0.489535,0.609068,0.181626,0.600356,0.537299,0.196504,0.31061,0.330185,0.322553,0.306032,0.405703,0.468833,0.629141,0.533393,0.414887,0.498876,0.487203,0.608765,0.316209,0.331345,0.329962,0.527625,0.51721,0.541963,0.536183
0.57313,0.601909,0.546549,0.523639,0.43463,0.508428,0.581084,0.178445,0.578486,0.510723,0.196267,0.30433,0.327727,0.519562,0.291112,0.346501,0.488756,0.417207,0.525531,0.188474,0.489679,0.480076,0.594501,0.554833,0.368866,0.331469,0.52865,0.506879,0.540626,0.530754
0.607377,0.621945,0.497405,0.541406,0.563451,0.505104,0.599302,0.175025,0.606797,0.559442,0.195673,0.303738,0.33007,0.340093,0.297021,0.484722,0.4992,0.544011,0.555446,0.21205,0.503835,0.475518,0.588509,0.579444,0.440909,0.327639,0.554604,0.498545,0.549157,0.554959
0.596513,0.619019,0.531504,0.49867,0.493049,0.505104,0.605476,0.179368,0.595354,0.559442,0.194657,0.309123,0.318626,0.340093,0.297705,0.421164,0.48067,0.598003,0.555446,0.336067,0.503835,0.462477,0.609745,0.316526,0.272413,0.319091,0.554604,0.512897,0.549157,0.554959
0.593096,0.60767,0.49074,0.534919,0.336982,0.519646,0.582319,0.192526,0.591204,0.539931,0.196412,0.30769,0.321803,0.467869,0.291156,0.408493,0.527041,0.410566,0.545698,0.451379,0.490899,0.458217,0.592636,0.192618,0.448595,0.324696,0.546347,0.513029,0.559985,0.540114
0.591475,0.560556,0.502819,0.491545,0.598802,0.438302,0.598841,0.186446,0.589918,0.500958,0.196884,0.305424,0.345185,0.5274,0.301194,0.488621,0.465755,0.683347,0.506356,0.526253,0.5108,0.514151,0.590865,0.194568,0.35513,0.334986,0.510944,0.497043,0.508673,0.523095
0.579677,0.58388,0.518257,0.51408,0.451866,0.492647,0.590947,0.196366,0.586924,0.518906,0.207677,0.302412,0.336638,0.284432,0.310232,0.582184,0.445421,0.577603,0.533433,0.351958,0.497061,0.48908,0.561713,0.223723,0.335547,0.340663,0.53309,0.491823,0.54518,0.521708
0.567555,0.553405,0.491876,0.455009,0.527755,0.439964,0.570018,0.202367,0.571246,0.509978,0.208025,0.308858,0.335373,0.462582,0.307852,0.69648,0.470761,0.579317,0.495122,0.159837,0.346849,0.472953,0.539567,0.220804,0.359661,0.340335,0.511708,0.483252,0.494636,0.511854
0.550142,0.502714,0.498297,0.478249,0.588064,0.462764,0.568528,0.200767,0.541839,0.508355,0.210629,0.297205,0.344646,0.485118,0.307375,0.687044,0.488889,0.688514,0.48407,0.518561,0.503253,0.495269,0.499412,0.223194,0.354466,0.347703,0.485149,0.437725,0.511361,0.504593
0.55974,0.316505,0.417972,0.592272,0.826943,0.275842,0.460229,0.18167,0.498831,0.346301,0.197828,0.290048,0.325555,0.331032,0.280969,0.370858,0.57175,0.843326,0.344862,0.106415,0.275842,0.530503,0.568644,0.195551,0.451933,0.321018,0.347693,0.482709,0.331032,0.374836
0.556685,0.577594,0.475386,0.498876,0.454946,0.283809,0.559601,0.183845,0.572245,0.502121,0.197968,0.270083,0.325028,0.329668,0.304859,0.68361,0.400117,0.845052,0.501588,0.106515,0.27355,0.254153,0.546694,0.196768,0.33573,0.325028,0.498219,0.504573,0.329668,0.525603
0.553496,0.549341,0.498896,0.265155,0.848716,0.273313,0.553709,0.17875,0.557214,0.509008,0.197416,0.301454,0.320285,0.320255,0.298533,0.526932,0.254367,0.852479,0.508782,0.104295,0.273313,0.254367,0.549434,0.192515,0.331665,0.320285,0.345549,0.425237,0.320255,0.325264
0.520099,0.536433,0.460509,0.250953,0.80434,0.261255,0.534088,0.18907,0.495386,0.462704,0.199432,0.210846,0.375612,0.341313,0.286381,0.915575,0.250953,0.835259,0.372513,0.094355,0.261255,0.250953,0.546301,0.204735,0.388604,0.375612,0.483782,0.346174,0.356318,0.370237
0.571974,0.466603,0.489756,0.29291,0.595536,0.312136,0.566015,0.204854,0.562893,0.49073,0.205275,0.222492,0.327391,0.331342,0.313774,0.930387,0.270341,0.84865,0.389313,0.093353,0.25506,0.263311,0.386115,0.21903,0.339243,0.327391,0.372316,0.189928,0.344374,0.376487
0.540787,0.552589,0.474406,0.35921,0.532705,0.33377,0.551777,0.211108,0.529776,0.476576,0.211478,0.231609,0.343747,0.339465,0.310907,0.90542,0.274494,0.839837,0.498801,0.088685,0.249999,0.266164,0.459771,0.226336,0.34964,0.343747,0.49438,0.504423,0.339465,0.500397
0.489228,0.455894,0.48272,0.304638,0.817533,0.297749,0.572169,0.208768,0.566155,0.354777,0.20893,0.227922,0.33314,0.341858,0.313327,0.919091,0.27878,0.833239,0.37534,0.10599,0.270716,0.277863,0.404239,0.224225,0.343249,0.33314,0.380613,0.195042,0.344738,0.363398
0.571503,0.521104,0.485046,0.30779,0.616927,0.323397,0.577092,0.19768,0.573715,0.42828,0.197765,0.29363,0.34226,0.332327,0.311365,0.70761,0.273809,0.839585,0.47668,0.104572,0.272909,0.273809,0.488614,0.212778,0.352582,0.34226,0.465809,0.47506,0.335079,0.457233
0.562257,0.561906,0.480358,0.510665,0.683047,0.311035,0.573489,0.204905,0.553614,0.505118,0.205007,0.220991,0.342777,0.339362,0.30963,0.928799,0.514393,0.809029,0.436658,0.110385,0.277857,0.503295,0.427482,0.218066,0.400818,0.348964,0.438214,0.475847,0.457107,0.432668
0.535153,0.574134,0.442768,0.32241,0.755263,0.284394,0.504555,0.199886,0.537645,0.487966,0.199971,0.312495,0.34546,0.364003,0.299506,0.407981,0.46976,0.802228,0.401829,0.118904,0.284394,0.294748,0.532812,0.214322,0.354268,0.345529,0.408768,0.48888,0.418964,0.412146
0.568302,0.565536,0.484237,0.483189,0.526047,0.499006,0.546606,0.204686,0.573388,0.492695,0.213891,0.314573,0.33789,0.458133,0.312376,0.564018,0.414896,0.489765,0.507962,0.194883,0.260147,0.337044,0.565399,0.219629,0.350022,0.33789,0.52906,0.50434,0.524342,0.486149
0.542048,0.537996,0.483493,0.446365,0.510109,0.387264,0.552848,0.203125,0.55112,0.498783,0.207705,0.313177,0.349268,0.352275,0.304286,0.717422,0.518968,0.777903,0.482327,0.150009,0.3385,0.460986,0.485921,0.219665,0.341073,0.337178,0.499967,0.47557,0.507942,0.494193
0.568883,0.538701,0.486969,0.505223,0.402996,0.438945,0.583229,0.199819,0.569778,0.530088,0.204804,0.310154,0.334444,0.338577,0.310989,0.389093,0.499745,0.657987,0.520699,0.113191,0.295108,0.518895,0.582674,0.214432,0.326409,0.345664,0.51567,0.345063,0.525425,0.512739
0.588265,0.590654,0.479111,0.485685,0.322704,0.502902,0.527847,0.214706,0.49209,0.499491,0.218981,0.313617,0.352555,0.388962,0.299374,0.387582,0.493677,0.621617,0.506784,0.32563,0.462117,0.486189,0.560974,0.230884,0.343549,0.346792,0.495611,0.478699,0.557431,0.492888
0.581821,0.5295,0.493298,0.325393,0.449821,0.395857,0.591703,0.188893,0.571082,0.513141,0.202373,0.247045,0.348873,0.32553,0.30157,0.414773,0.371308,0.850723,0.476352,0.092641,0.297667,0.267603,0.570791,0.203865,0.361521,0.348873,0.528716,0.454402,0.330519,0.476615
0.558817,0.512509,0.499704,0.45662,0.552431,0.47835,0.580337,0.205366,0.555195,0.530107,0.216168,0.264073,0.334791,0.302656,0.307677,0.803508,0.427201,0.862919,0.532895,0.469392,0.266585,0.489394,0.497485,0.221179,0.37449,0.324716,0.496694,0.40735,0.504584,0.492807
0.540291,0.521175,0.487644,0.504981,0.592642,0.495187,0.562776,0.189399,0.555644,0.511775,0.202127,0.293109,0.334792,0.316578,0.307297,0.701659,0.382998,0.699947,0.519233,0.089475,0.253239,0.333606,0.557924,0.204211,0.333363,0.323727,0.522097,0.440317,0.473035,0.515279
0.581818,0.582114,0.513379,0.466785,0.611609,0.514862,0.582079,0.19763,0.563918,0.544159,0.202856,0.276038,0.330694,0.301288,0.307444,0.624132,0.481723,0.858684,0.520316,0.090937,0.253385,0.433228,0.557196,0.211261,0.34066,0.331145,0.534998,0.489477,0.38548,0.507413
0.572257,0.520802,0.47213,0.410229,0.399256,0.474795,0.552043,0.198695,0.565405,0.526566,0.206167,0.306185,0.343107,0.335189,0.309224,0.750729,0.480898,0.813608,0.520545,0.102632,0.271665,0.469347,0.570694,0.212787,0.343935,0.347601,0.51925,0.490946,0.437157,0.528799
0.591973,0.550918,0.501162,0.429998,0.641817,0.465639,0.581701,0.200365,0.568624,0.506255,0.210067,0.272118,0.341971,0.316069,0.309529,0.788486,0.469634,0.649905,0.496627,0.127434,0.309606,0.365192,0.571041,0.219399,0.3571,0.343507,0.493759,0.470457,0.494635,0.484916
0.583711,0.569311,0.500959,0.678941,0.578056,0.442334,0.598794,0.194649,0.586685,0.522698,0.203514,0.297238,0.332279,0.317781,0.313168,0.633374,0.596249,0.732517,0.503681,0.388619,0.285051,0.534192,0.552963,0.2098,0.456283,0.339773,0.527719,0.477426,0.534361,0.519265
0.554174,0.547176,0.487844,0.41399,0.58069,0.404486,0.567724,0.197262,0.564963,0.499635,0.208532,0.272202,0.338265,0.311593,0.309381,0.774085,0.495181,0.675724,0.463588,0.156319,0.335309,0.411387,0.528713,0.213716,0.3207,0.317509,0.494117,0.473761,0.519366,0.46571
0.599255,0.578397,0.51355,0.365379,0.753084,0.259394,0.605987,0.20247,0.598437,0.369397,0.202464,0.218314,0.329924,0.329885,0.314092,0.937543,0.275664,0.847531,0.409731,0.096709,0.259123,0.256465,0.508916,0.218082,0.342785,0.329924,0.427445,0.295111,0.33289,0.428933
0.540629,0.461534,0.480204,0.480481,0.574605,0.522818,0.537311,0.200653,0.514004,0.509085,0.206893,0.308112,0.353859,0.321904,0.296098,0.536454,0.360924,0.850857,0.52025,0.091421,0.251623,0.263393,0.56022,0.217006,0.358775,0.354109,0.521728,0.425525,0.540208,0.502855
0.438368,0.46081,0.521001,0.503208,0.598678,0.513694,0.430506,0.202454,0.444604,0.52552,0.204383,0.305703,0.349111,0.336858,0.298823,0.571698,0.515545,0.694749,0.512241,0.1764,0.263051,0.342417,0.455372,0.39045,0.342347,0.352292,0.520732,0.49866,0.5228,0.524832
