face wenli variance904,face wenli variance544,face wenli variance686,right ear wenli variance398,left ear wenli mean480,left ear wenli variance358,face wenli variance648,face wenli variance179,face wenli variance896,left ear wenli variance512,face wenli variance1163,face wenli variance479,right ear wenli variance1303,left ear wenli variance1400,face wenli variance895,face wenli mean464,right ear wenli variance1182,left ear wenli mean1280,left ear wenli variance472,left ear wenli mean222,left ear wenli variance214,right ear wenli variance1294,face wenli variance1024,face wenli variance128,right ear wenli variance1464,right ear wenli variance1351,left ear wenli variance496,face wenli variance526,left ear wenli variance1184,left ear wenli variance488
0.3099465506843674,0.09709238937510685,-0.3350515695649867,0.2740058921432622,-0.29905628058644007,-0.18695296792915891,0.6455528227524784,0.15488884618454465,0.4194023817766296,0.047218435731660714,0.7285097964987077,0.06912562297869854,0.27415152516128083,0.15030133147967328,-0.23683787052419578,-0.03338818680746391,0.6190126526788434,-0.5280934500398896,1.1634174303437832,0.1728095508892348,-1.133042155264865,0.03737445745083232,-0.09474950539055413,-0.42225116894738185,0.11629312525711996,0.291851974822574,0.3758330832463437,0.12483975011219911,1.6235876951347579,0.49257357593578405
-1.145283338650536,0.055072599171490315,-0.7819648483167909,0.3323085888596649,-0.22255914456433223,0.30175905928119523,-0.7179184513436464,0.9820383441330323,-0.7021788802179817,0.6468059065761039,1.698750504413893,0.5876120421826723,1.6871337475650592,1.576520682937205,-0.5470272115603805,-0.597607907431375,0.5099255032583123,-0.9497342330733475,1.1284366014378142,-0.012285789501628609,-1.5319932658871125,-0.16653402628652603,0.16499740846635003,-0.2939446226013862,-0.1771275060242994,0.5575945705659148,1.2061617771011144,0.07382326423530938,1.4144680472701379,1.1230257358117837
0.14223215524890243,0.3337204493179799,1.6067169026982604,-1.1835466904750245,-0.4359133927648317,-1.759725046814333,0.043180004174237036,0.26629290732263067,0.3235303710124585,1.2755842039440968,-0.3376683583677104,0.5731858949047386,-1.291159018185858,1.6853333952423992,2.134448859789901,-0.7147411284190477,0.10456151868235182,-0.7054802961589363,1.3422032793382748,0.418283585204391,-0.9429008516727152,0.2896894851906842,0.1825796044432094,2.0172954471479607,-0.5032406314129866,-0.7566479461942854,1.4988090929772024,0.5537688499227301,1.2884120374288324,1.478974589787252
0.3279089772036449,0.3257906958062004,1.5583778237465074,0.7338702669053626,-0.3195879348800096,0.7929613815368592,0.22985274035631195,-2.304894579476436,0.028307782097424215,-1.0366347221604737,-2.915969373079543,0.052882849747245324,1.7559057485144078,0.8993333658876848,0.9407738063381654,-0.0314125573060253,0.6891734047634172,-0.9675047281728185,-0.9062588688973411,1.1000965717511197,0.6314607726291419,0.5756473876421204,0.3438771414483168,3.0000798100263584,0.1236502048932617,1.679122991176362,-0.6498230249173269,0.49474683218547966,0.5738926354918135,-0.7249522975027327
-0.17749903679430293,-0.4953998248439079,-0.6034036068063671,-1.2137068386746286,-0.5527225537833866,-1.1090991726893953,0.3647973052697813,0.4024407568608845,-1.0173549002732805,0.10355793219069863,0.656020548206193,-1.090416037116587,0.7531468506140558,0.06831869521898068,-0.10593058314642334,0.3350512806054661,-0.49633352248621015,-0.7448096262407595,-0.2887039492257572,0.5488414405201958,-0.5590379835551107,1.0061455320097734,-0.5955144721724878,-0.3551669829141314,-0.5084159563984098,0.6575354246393671,-0.20843777186821208,-0.4348821410040812,1.1896277604858858,-0.31199895729061694
-0.592431089389701,-0.5012220026714914,0.23404861587752415,0.9041497460175436,-0.18371881208115742,0.13945435888416324,-0.33589375561227797,0.6279855193287798,-0.43058438747824646,0.7624709099674867,0.5123288430109767,0.040166468072621024,0.4990725137734022,0.45398262090170766,0.5895951595222098,0.2846418591078067,0.1260559493755608,-0.5819182409331203,0.15280960781110126,1.3177646286011415,0.8096988710404335,0.7722132323162132,-0.4343261413535751,-0.398326620077497,-0.06756621433941673,0.6128392781288443,0.2924182076527995,0.48637643694274224,0.1442476950259698,0.16125811660968295
0.012395050517140283,-0.2683085448720116,-0.318003222458873,1.530391918152281,-0.14678241746480594,-0.06741880575427084,-0.3421427964366719,0.05078249222438947,0.14696271607883551,-3.3510159317112342,0.15188427704366164,0.7007771530518008,-0.333998947001924,1.1553526530822151,0.5255262896772288,0.5417360825880619,0.8763797399411438,-0.415144530211154,-1.175400487051207,1.1414864529615172,0.7747952016819788,0.5760262782699402,-0.20401029467532855,-0.4371495436989669,2.3506466671666426,0.05883696593413742,-2.0492492873022257,0.372302973570564,-1.7121815860609781,-1.8414886502946486
0.16706716234947275,0.17694316311000396,0.3366788151647075,0.2546310010716022,-0.161911004839015,-0.8711922415446068,0.366290131688943,0.9411027679318322,0.37016187030710646,-0.25028430889638426,1.0244718161545352,0.4045068321031147,0.3963298022101848,1.4447895248062208,0.4638576944950353,-0.41293285286325,0.697131838436038,-0.5891985047920164,-0.005642781468215885,0.34734903894497376,-0.7408330944520881,0.08562421912457267,0.2903661102143932,-0.316126186124289,-0.4673854387035156,0.4384499258585957,-0.42511169308390284,0.20714863666578326,1.4713871840215587,-0.39366642783987416
-0.4827431413621789,-0.5359970014606936,-0.2930896778100339,0.2820169497073479,-0.005458769966409733,-0.9530927969809506,-0.3690136719815736,2.2608475003905837,-0.366057269462962,-0.06525462542963309,1.9698345572000955,0.290166257381712,0.7746588654037684,1.2906294687383009,1.004288766645576,0.5078031024402958,0.37972686032965547,-0.8701067989701858,-0.8828321759369067,0.903585803140963,-0.0894193416540559,0.46414902151060156,-0.9015648089746637,-0.18968712407863111,-0.5040693599237238,0.5441383933259843,-0.5861502301566928,-0.6778382285625109,1.2210205552444418,-1.08374175914948
-0.39425866637806767,0.03557752409269757,0.6723739492043064,-0.5636985290997708,-0.4994122935123636,-0.9652762583909659,-0.2886787804946234,0.951137115301483,-0.14939901899706098,0.8114655071013728,0.21894040613476762,0.4579904373816796,1.2091351177782177,0.15885653730431518,1.107315940632594,-0.22732400466358588,-0.2553827858540464,-0.824870839719824,0.9390822055220123,0.856315641450234,-0.049091034517866436,0.6144248836203665,0.07613087445287271,-0.37394557504530734,-0.35679246458689756,-0.18743136325091192,0.4753533405719992,0.49294397782550486,-0.5749988072800967,0.8519548308473808
