feature,abs_r,r,p_value
left ear wenli variance437,0.07557689120374875,-0.07557689120374875,0.3421914346303156
left ear wenli variance65,0.07556477618954417,0.07556477618954417,0.34226904013837556
left ear wenli variance1617,0.07555264068602724,0.07555264068602724,0.34234678807126023
left ear wenli variance1609,0.07553994261481957,0.07553994261481957,0.34242815215370614
left ear wenli variance1037,0.07553580187224031,-0.07553580187224031,0.3424546869979615
left ear wenli variance853,0.07553530475345972,-0.07553530475345972,0.34245787273860956
left ear wenli variance1601,0.07553210476819955,0.07553210476819955,0.34247838000335856
left ear wenli variance1287,0.07553132571687501,0.07553132571687501,0.34248337271024526
left ear wenli variance805,0.07552793109796352,-0.07552793109796352,0.34250512834535873
left ear wenli variance1197,0.0755268059065434,-0.0755268059065434,0.34251233973201684
left ear wenli variance813,0.07552630643995675,-0.07552630643995675,0.34251554085965313
left ear wenli variance917,0.07552542678677583,-0.07552542678677583,0.34252117868446913
left ear wenli variance909,0.07552171167784134,-0.07552171167784134,0.34254499000464256
left ear wenli variance1469,0.07550726309475458,-0.07550726309475458,0.34263760555559974
left ear wenli variance1625,0.07550662735257031,0.07550662735257031,0.342641681033012
left ear wenli variance41,0.07550476282415736,0.07550476282415736,0.3426536339223413
face wenli mean1360,0.07549600333013466,0.07549600333013466,0.34270979174249094
left ear guangpu variance68,0.07549525484342487,-0.07549525484342487,0.3427145906211673
left ear wenli variance49,0.0754893537512892,0.0754893537512892,0.34275242661755606
left ear wenli variance1117,0.0754884109803414,-0.0754884109803414,0.34275847162127715
left ear wenli variance57,0.07548809112309356,0.07548809112309356,0.3427605225464941
face wenli variance107,0.07548202903557866,-0.07548202903557866,0.3427993941309523
left ear guangpu variance114,0.0754771233002635,-0.0754771233002635,0.3428308529459333
left ear wenli variance33,0.07547320413943392,0.07547320413943392,0.3428559865069425
left ear wenli variance1,0.07547309386359641,0.07547309386359641,0.3428566937222714
left ear wenli variance25,0.07547301098531704,0.07547301098531704,0.342857225233598
face wenli mean240,0.07546712643451295,-0.07546712643451295,0.3428949651086029
left ear wenli variance1181,0.07543345108739602,-0.07543345108739602,0.34311098857169425
left ear wenli variance1013,0.07542150583454255,-0.07542150583454255,0.3431876366799902
left ear wenli mean935,0.07541993443587228,-0.07541993443587228,0.3431977205492757
left ear wenli variance157,0.07541793570364205,-0.07541793570364205,0.3432105469444194
left ear wenli variance391,0.07541503096591777,0.07541503096591777,0.3432291879580197
left ear wenli variance1125,0.07541218673349048,-0.07541218673349048,0.34324744130261403
face wenli variance936,0.07540913793803562,0.07540913793803562,0.3432670081473003
left ear wenli variance877,0.07540799857955172,-0.07540799857955172,0.3432743206099333
left ear wenli variance893,0.07539267455319763,-0.07539267455319763,0.3433726805946765
left ear wenli variance1093,0.0753869668055676,-0.0753869668055676,0.34340932134405655
left ear wenli variance445,0.0753800306833992,-0.0753800306833992,0.34345385094388486
left ear wenli variance1029,0.07536367416554628,-0.07536367416554628,0.3435588735342744
left ear wenli mean1287,0.07535953493271688,-0.07535953493271688,0.34358545410829283
left ear wenli variance925,0.0753478536937551,-0.0753478536937551,0.3436604735838947
left ear wenli variance1213,0.07534651606966168,-0.07534651606966168,0.3436690647599471
left ear wenli variance29,0.07533155302375397,-0.07533155302375397,0.343765177373099
left ear wenli variance5,0.07533086056141322,-0.07533086056141322,0.34376962570022
left ear wenli variance28,0.07533085423881547,-0.07533085423881547,0.34376966631629063
left ear wenli variance4,0.0753308436461669,-0.0753308436461669,0.3437697343629733
left ear wenli variance36,0.07533083628892859,-0.07533083628892859,0.34376978162553407
left ear wenli variance37,0.07533042218349092,-0.07533042218349092,0.3437724418265525
left ear wenli variance175,0.0753244867040408,0.0753244867040408,0.3438105726007088
left ear wenli variance1028,0.07530721538731816,-0.07530721538731816,0.34392154240387585
left ear wenli variance1229,0.07529637781646137,-0.07529637781646137,0.34399118636019904
face wenli variance22,0.07529168944520523,-0.07529168944520523,0.3440213173436781
left ear wenli variance869,0.07528812109894965,-0.07528812109894965,0.34404425132641175
left ear wenli variance1308,0.07528241333868627,-0.07528241333868627,0.34408093746543594
right ear wenli variance275,0.07528220965462697,-0.07528220965462697,0.34408224667294285
left ear wenli variance61,0.07527205830625186,-0.07527205830625186,0.3441474998609513
left ear wenli variance269,0.07526432026493438,-0.07526432026493438,0.34419724548941305
left ear wenli variance1533,0.07526056120160836,-0.07526056120160836,0.34422141306022186
left ear wenli variance53,0.07525463838529524,-0.07525463838529524,0.34425949389372196
face wenli mean1285,0.07525223042845174,-0.07525223042845174,0.3442749766486337
left ear wenli variance149,0.07524653249676158,-0.07524653249676158,0.3443116151380059
left ear wenli variance1629,0.07524164039760887,-0.07524164039760887,0.34434307397904573
left ear wenli variance261,0.07523903109306397,-0.07523903109306397,0.3443598539601557
left ear wenli variance1445,0.07523304899647096,-0.07523304899647096,0.3443983257276763
left ear wenli variance45,0.07523148705429805,-0.07523148705429805,0.3444083712611558
left ear wenli variance781,0.07522712282227496,-0.07522712282227496,0.3444364405283307
left ear wenli variance1189,0.0752221086779588,-0.0752221086779588,0.3444686915968027
left ear wenli variance1525,0.07521965591246058,-0.07521965591246058,0.3444844685247277
left ear wenli variance317,0.07521782512542502,-0.07521782512542502,0.34449624499711806
left ear wenli variance1092,0.07521434760311463,-0.07521434760311463,0.3445186147361308
left ear wenli variance1532,0.07521100626971688,-0.07521100626971688,0.34454010928212614
left ear wenli variance1485,0.07520990783926812,-0.07520990783926812,0.3445471755875352
left ear guangpu variance115,0.07520244576613726,-0.07520244576613726,0.34459518222361435
left ear wenli variance1605,0.07519018270349768,-0.07519018270349768,0.3446740848128718
left ear wenli variance1613,0.07518482727527355,-0.07518482727527355,0.3447085461118249
left ear wenli variance1517,0.07518119144428204,-0.07518119144428204,0.3447319433263727
left ear wenli variance1477,0.07517041719639753,-0.07517041719639753,0.344801283406654
left ear wenli variance644,0.07516555318564071,-0.07516555318564071,0.3448325897217442
left ear wenli variance1621,0.07516028781154677,-0.07516028781154677,0.34486648136262116
left ear wenli variance1421,0.07515214569017412,-0.07515214569017412,0.344918893909678
left ear wenli variance60,0.07514557534814317,-0.07514557534814317,0.3449611922511611
left ear wenli variance52,0.07514212114998997,-0.07514212114998997,0.344983430893578
left ear wenli variance301,0.0751337807792609,-0.0751337807792609,0.3450371311762576
left ear wenli variance69,0.075133321752178,-0.075133321752178,0.34504008681975995
left ear wenli variance30,0.07513063113206254,-0.07513063113206254,0.34505741185738464
left ear wenli variance1341,0.0751278870704565,-0.0751278870704565,0.3450750815733772
left ear wenli variance1565,0.07512162784867309,-0.07512162784867309,0.34511538844523976
left ear wenli variance1628,0.07512062901783642,-0.07512062901783642,0.34512182078937326
left ear wenli variance389,0.07511716000623678,-0.07511716000623678,0.345144161373045
left ear wenli variance660,0.07511637443728339,-0.07511637443728339,0.3451492205976736
left ear wenli variance309,0.0751124379458285,-0.0751124379458285,0.3451745731126347
left ear wenli variance44,0.07511089397957943,-0.07511089397957943,0.34518451716862736
right ear wenli variance1067,0.07510843297648984,-0.07510843297648984,0.345200367858374
left ear wenli variance1429,0.07510323471202462,-0.07510323471202462,0.34523385005751156
left ear wenli variance1589,0.07510224738407989,-0.07510224738407989,0.34524020970231023
left ear wenli variance229,0.07510066595298169,-0.07510066595298169,0.34525039627943566
left ear wenli variance85,0.0750998457705974,-0.0750998457705974,0.34525567944942515
left ear wenli variance1501,0.0750983189769273,-0.0750983189769273,0.34526551436197733
right ear wenli mean1246,0.07509301163947693,0.07509301163947693,0.3452997031997698
left ear wenli variance1524,0.07509263797902838,-0.07509263797902838,0.34530211032841046
left ear wenli variance429,0.07509226392110309,-0.07509226392110309,0.34530452002821765
left ear wenli variance77,0.07508616301304766,-0.07508616301304766,0.34534382388113244
left ear wenli variance1597,0.07508478251129985,-0.07508478251129985,0.3453527178733332
left ear wenli variance1245,0.07508470529936136,-0.07508470529936136,0.3453532153216532
left ear wenli variance1573,0.07508125816920892,-0.07508125816920892,0.3453754243832322
left ear wenli variance1509,0.07508112824716154,-0.07508112824716154,0.3453762614585421
left ear wenli variance1604,0.07507804336768464,-0.07507804336768464,0.34539613741791947
left ear wenli variance1612,0.07506236053568269,-0.07506236053568269,0.3454971934842697
left ear wenli variance1581,0.07506179847687784,-0.07506179847687784,0.34550081559061524
left ear wenli variance93,0.07505945794820214,-0.07505945794820214,0.3455158990455549
left ear wenli variance1620,0.07504559924479764,-0.07504559924479764,0.34560521949191175
left ear wenli variance101,0.07503949772295655,-0.07503949772295655,0.3456445489068166
left ear wenli variance421,0.07503444610563959,-0.07503444610563959,0.3456771129461145
left ear wenli variance599,0.07503439370020253,0.07503439370020253,0.34567745077534195
left ear wenli variance1149,0.07503144436601611,-0.07503144436601611,0.345696463857798
left ear wenli variance109,0.07503066240819907,-0.07503066240819907,0.3457015049124953
left ear wenli variance68,0.07502465098056306,-0.07502465098056306,0.34574026038818123
left ear wenli variance197,0.07501914325582959,-0.07501914325582959,0.3457757709150752
left ear wenli variance1557,0.07501908691356385,-0.07501908691356385,0.34577613418832387
left ear wenli variance1588,0.07501438482863707,-0.07501438482863707,0.3458064522714312
left ear wenli variance988,0.07501307591870644,-0.07501307591870644,0.34581489215380934
left ear wenli variance1541,0.0750129159287254,-0.0750129159287254,0.34581592378193116
left ear wenli variance1549,0.0750039498686222,-0.0750039498686222,0.3458737407550373
left ear wenli variance365,0.07500377186780759,-0.07500377186780759,0.3458748886418331
left ear wenli variance861,0.07499785353585833,-0.07499785353585833,0.3459130559883141
left ear wenli variance684,0.07499500156608106,-0.07499500156608106,0.3459314493018382
left ear wenli variance1077,0.07499134535332655,-0.07499134535332655,0.3459550303519532
left ear guangpu variance116,0.07498946839760975,-0.07498946839760975,0.34596713632894055
left ear wenli variance1437,0.07498449190208692,-0.07498449190208692,0.3459992349919359
left ear wenli variance84,0.07498284487400542,-0.07498284487400542,0.3460098588252746
left ear wenli variance1111,0.07497944245727498,0.07497944245727498,0.3460318061024597
left ear wenli variance1596,0.0749770295226715,-0.0749770295226715,0.34604737126102025
left ear wenli variance1167,0.07497249518868843,0.07497249518868843,0.34607662216200247
left ear wenli variance1564,0.07497057455621581,-0.07497057455621581,0.346089012595352
left ear wenli variance885,0.07496670487944249,-0.07496670487944249,0.34611397760323864
left ear wenli variance38,0.07496070883737449,-0.07496070883737449,0.3461526629846769
right ear wenli variance1115,0.07495444261415218,-0.07495444261415218,0.3461930944412408
left ear wenli variance1140,0.07495419553674242,-0.07495419553674242,0.3461946887160984
left ear wenli variance76,0.07495024256390842,-0.07495024256390842,0.3462201960290872
left ear wenli variance1053,0.07494477363898211,-0.07494477363898211,0.34625548726760164
left ear wenli variance1572,0.07494307188146816,-0.07494307188146816,0.34626646925453536
left ear wenli mean230,0.07493653823648579,-0.07493653823648579,0.3463086350019845
left ear wenli variance1580,0.07492940382740484,-0.07492940382740484,0.3463546815597982
left ear wenli variance1516,0.07492911563128105,-0.07492911563128105,0.3463565417024253
left ear wenli variance503,0.07491246218035594,0.07491246218035594,0.34646404099175365
left ear wenli variance341,0.0749099576971031,-0.0749099576971031,0.34648020944133145
left ear wenli variance117,0.07490704833492874,-0.07490704833492874,0.3464989923068161
left ear wenli variance133,0.07490140709276302,-0.07490140709276302,0.3465354140411937
left ear wenli variance325,0.07488626221251474,-0.07488626221251474,0.34663320636338285
left ear wenli variance1405,0.0748824005508765,-0.0748824005508765,0.3466581443634829
right ear wenli mean303,0.0748785652796723,-0.0748785652796723,0.3466829130581001
left ear wenli variance6,0.07487531665446319,-0.07487531665446319,0.34670389398732376
left ear wenli variance1548,0.07486657542093873,-0.07486657542093873,0.3467603523674198
left ear wenli variance125,0.07486592195554488,-0.07486592195554488,0.3467645732400272
left ear wenli variance1556,0.07486360209923776,-0.07486360209923776,0.3467795579492485
left ear wenli variance1493,0.07485973908169578,-0.07485973908169578,0.3468045113466324
face wenli variance118,0.07485538583817539,-0.07485538583817539,0.34683263274532067
face wenli mean1347,0.07485263840197745,0.07485263840197745,0.34685038157321124
face wenli variance1502,0.07484573544298995,-0.07484573544298995,0.3468949781950757
left ear wenli variance1316,0.07483891336901194,-0.07483891336901194,0.3469390558102174
left ear wenli variance439,0.07483165230840802,0.07483165230840802,0.34698597360914996
left ear wenli variance92,0.0748237232731828,-0.0748237232731828,0.3470372121363432
left ear wenli variance100,0.07481722525516449,-0.07481722525516449,0.3470792067872567
left ear wenli variance1484,0.07481117148100079,-0.07481117148100079,0.34711833331158465
face wenli variance1315,0.07480136169055446,-0.07480136169055446,0.34718174148062475
face wenli mean1358,0.07480116952203422,-0.07480116952203422,0.3471829836854613
left ear guangpu variance67,0.0747997062099991,-0.0747997062099991,0.34719244283590706
left ear wenli variance1061,0.07479453484105139,-0.07479453484105139,0.3472258729314038
right ear wenli variance603,0.07479194167680892,-0.07479194167680892,0.34724263709544706
left ear wenli variance500,0.0747877022731542,-0.0747877022731542,0.3472700448878064
left ear wenli variance1204,0.07478607661921752,-0.07478607661921752,0.3472805551204224
left ear wenli variance1420,0.07475812972672509,-0.07475812972672509,0.3474612696556006
left ear wenli variance1268,0.07474647995022443,-0.07474647995022443,0.3475366187434819
left ear wenli variance1252,0.07474535066523154,-0.07474535066523154,0.34754392334455453
left ear wenli variance293,0.07474332461290692,-0.07474332461290692,0.3475570287854847
left ear wenli variance1540,0.07473954372019437,-0.07473954372019437,0.34758148617606827
left ear wenli variance1085,0.0747230735825495,-0.0747230735825495,0.3476880388987059
left ear wenli variance828,0.07471203283667764,-0.07471203283667764,0.347759477964286
left ear wenli variance1036,0.07471122718500685,-0.07471122718500685,0.3477646912894669
left ear wenli variance423,0.07470638859191281,0.07470638859191281,0.34779600258004617
left ear wenli variance796,0.07470250345341613,-0.07470250345341613,0.34782114520246316
left ear wenli variance844,0.07470179482037793,-0.07470179482037793,0.3478257312352448
left ear wenli variance948,0.07469850431637255,-0.07469850431637255,0.3478470267606147
face wenli variance1520,0.07469794721626452,-0.07469794721626452,0.3478506322894102
left ear wenli variance1508,0.0746962013745976,-0.0746962013745976,0.34786193145673827
left ear wenli variance972,0.07469529729118252,-0.07469529729118252,0.3478677828169052
left ear wenli variance1436,0.07468376466357063,-0.07468376466357063,0.3479424291092744
left ear wenli variance1044,0.0746758116215381,-0.0746758116215381,0.3479939119881717
left ear wenli variance1220,0.07467419852818136,-0.07467419852818136,0.34800435470218505
left ear wenli variance333,0.07466616378586556,-0.07466616378586556,0.3480563723100144
left ear wenli variance108,0.07466473061104457,-0.07466473061104457,0.34806565132070133
left ear wenli variance141,0.07465885604855994,-0.07465885604855994,0.3481036874766539
left ear wenli variance837,0.07465157093298602,-0.07465157093298602,0.3481508602061396
left ear guangpu variance117,0.07465071886098627,-0.07465071886098627,0.34815637782309145
left ear wenli variance1500,0.0746442396630472,-0.0746442396630472,0.3481983358583709
left ear wenli variance1068,0.07463617653883939,-0.07463617653883939,0.3482505555403956
left ear wenli variance1156,0.07462972747002927,-0.07462972747002927,0.34829232556977924
left ear wenli variance1277,0.07462215304961778,-0.07462215304961778,0.3483413884260232
left ear wenli variance508,0.07462040820255456,-0.07462040820255456,0.3483526911852848
left ear wenli variance1460,0.07461823134102508,-0.07461823134102508,0.34836679276879867
left ear wenli variance484,0.07460278426965657,-0.07460278426965657,0.34846686832849194
left ear wenli variance1236,0.07457914505231385,-0.07457914505231385,0.34862005264239576
left ear wenli variance397,0.07457752258496396,-0.07457752258496396,0.34863056793471486
left ear wenli variance1388,0.07457324461703613,-0.07457324461703613,0.3486582946165056
left ear wenli variance116,0.07457281582727142,-0.07457281582727142,0.3486610737969221
left ear wenli variance1357,0.07456857343768987,-0.07456857343768987,0.34868857139400955
left ear wenli variance1173,0.07456696318572986,-0.07456696318572986,0.3486990088077595
left ear wenli variance1284,0.07456207205971478,-0.07456207205971478,0.3487307135647747
left ear wenli variance132,0.07455599918841252,-0.07455599918841252,0.3487700810344818
left ear wenli variance1300,0.07455516485388693,-0.07455516485388693,0.3487754898377148
left ear guangpu variance118,0.07454733718054471,-0.07454733718054471,0.3488262374553353
right ear wenli mean1363,0.07453806189213018,0.07453806189213018,0.34888637612530615
left ear wenli variance1356,0.07452186955508633,-0.07452186955508633,0.348991378856138
left ear wenli variance1476,0.0745217222824672,-0.0745217222824672,0.34899233396868556
left ear wenli variance1324,0.07450163693748893,-0.07450163693748893,0.34912260960179864
face wenli variance1376,0.0744968335203503,-0.0744968335203503,0.34915376959592204
left ear wenli variance932,0.07449609839676485,-0.07449609839676485,0.34915853853172113
left ear wenli variance1492,0.07449119022451273,-0.07449119022451273,0.3491903801575931
left ear wenli variance1468,0.0744899584808627,-0.0744899584808627,0.34919837134565734
left ear wenli variance1261,0.07447971566524222,-0.07447971566524222,0.3492648281554425
right ear wenli variance1454,0.07447327749456353,-0.07447327749456353,0.34930660397143537
left ear wenli variance1228,0.07445896633545435,-0.07445896633545435,0.34939947706295094
left ear wenli variance1333,0.07445265773906483,-0.07445265773906483,0.34944042199321995
left ear wenli variance357,0.07445138668975382,-0.07445138668975382,0.3494486718995134
left ear wenli variance1174,0.07445063943387942,-0.07445063943387942,0.34945352211543224
left ear wenli variance124,0.07444629556729293,-0.07444629556729293,0.34948171770137826
left ear wenli variance164,0.07444402569698624,-0.07444402569698624,0.3494964517623179
left ear wenli variance1412,0.07442981524708764,-0.07442981524708764,0.34958870275233006
face wenli mean1413,0.07442774717694119,-0.07442774717694119,0.34960212946659713
left ear wenli variance788,0.0744078523566359,-0.0744078523566359,0.3497313109242849
left ear wenli variance868,0.07439400984121429,-0.07439400984121429,0.34982121113059095
left ear wenli variance428,0.07439358555244768,-0.07439358555244768,0.34982396690308815
left ear wenli variance381,0.07439158873770893,-0.07439158873770893,0.34983693647784503
left ear wenli variance1372,0.0743882558200797,-0.0743882558200797,0.3498585848900829
left ear wenli variance676,0.07437702853675486,-0.07437702853675486,0.34993151603720735
left ear wenli variance940,0.07436246202758134,-0.07436246202758134,0.3500261526521448
right ear wenli variance1190,0.07436217818568475,0.07436217818568475,0.35002799689380915
left ear wenli variance668,0.07436044897887503,-0.07436044897887503,0.3500392324186813
left ear wenli variance1452,0.07435458517556838,-0.07435458517556838,0.3500773341802426
left ear wenli variance260,0.07435184745979775,-0.07435184745979775,0.3500951241743595
left ear wenli variance1052,0.07435126471597851,-0.07435126471597851,0.3500989109845075
left ear wenli variance1100,0.07434557617414833,-0.07434557617414833,0.35013587785576833
left ear wenli variance413,0.07433741961060342,-0.07433741961060342,0.3501888873944508
left ear wenli variance1332,0.07433391793582542,-0.07433391793582542,0.35021164633964486
left ear wenli variance1444,0.07432766695455528,-0.07432766695455528,0.3502522765633521
left ear wenli variance908,0.07432114527672433,-0.07432114527672433,0.35029466942122983
left ear wenli variance327,0.07431347302212626,0.07431347302212626,0.3503445454990237
left ear wenli variance476,0.07431205248487907,-0.07431205248487907,0.35035378066979683
left ear wenli variance1060,0.07430480275432053,-0.07430480275432053,0.3504009148673354
left ear wenli variance1365,0.0742875790499525,-0.0742875790499525,0.35051291093012393
left ear wenli variance1364,0.07428199981563496,-0.07428199981563496,0.3505491943737115
face wenli mean1411,0.07427937287395553,0.07427937287395553,0.35056627898460885
left ear wenli variance1404,0.07427817892545713,-0.07427817892545713,0.3505740441359092
left ear wenli variance156,0.07427732626867209,-0.07427732626867209,0.35057958967484837
face wenli mean1187,0.07427292427883027,0.07427292427883027,0.35060822036634653
left ear wenli mean487,0.07426699678128368,-0.07426699678128368,0.35064677533169963
left ear wenli variance852,0.07425770109839214,-0.07425770109839214,0.35070724376891776
left ear wenli variance664,0.07424289751794816,-0.07424289751794816,0.35080355460848006
left ear wenli variance140,0.07423794312810571,-0.07423794312810571,0.3508357911576223
left ear wenli variance405,0.0742369866034807,-0.0742369866034807,0.3508420151560058
left ear wenli variance468,0.07423606664035634,-0.07423606664035634,0.35084800131821187
left ear wenli variance221,0.07422667926925985,-0.07422667926925985,0.35090908822165195
left ear wenli variance1212,0.07422112284311733,-0.07422112284311733,0.3509452489736999
face wenli variance611,0.07421488566708447,-0.07421488566708447,0.3509858427753745
left ear wenli variance1269,0.07420666783640181,-0.07420666783640181,0.3510393318955596
left ear wenli variance652,0.07420525850715057,-0.07420525850715057,0.3510485056068113
left ear wenli variance316,0.074199223416858,-0.074199223416858,0.3510877913694882
left ear wenli variance1373,0.07419591813196366,-0.07419591813196366,0.35110930847862926
left ear wenli variance340,0.07419236898820214,-0.07419236898820214,0.3511324140088073
left ear wenli variance148,0.07418830031811023,-0.07418830031811023,0.35115890291803525
left ear wenli variance1464,0.07418671049021593,0.07418671049021593,0.3511692537679293
left ear wenli variance772,0.07418097527945096,-0.07418097527945096,0.35120659544255384
left ear wenli variance892,0.07417970147560599,-0.07417970147560599,0.3512148894548298
left ear guangpu variance119,0.07417753410650713,-0.07417753410650713,0.35122900194623563
left ear wenli variance1349,0.07417750209072406,-0.07417750209072406,0.3512292104147642
left ear wenli variance1148,0.07417572983918418,-0.07417572983918418,0.3512407504275927
face wenli variance1470,0.07417423336809702,-0.07417423336809702,0.35125049488178434
left ear wenli variance978,0.07416153748918847,-0.07416153748918847,0.3513331724731274
left ear wenli variance920,0.07413626414008073,-0.07413626414008073,0.35149779291039857
left ear wenli variance1292,0.07413185151880795,-0.07413185151880795,0.3515265399136925
right ear wenli mean928,0.07412189456171783,0.07412189456171783,0.35159141214615686
left ear wenli variance1428,0.07411901751576591,-0.07411901751576591,0.3516101582669033
face wenli variance366,0.07409278535789034,0.07409278535789034,0.3517811094510472
left ear wenli variance492,0.07409243693058065,-0.07409243693058065,0.35178338045229274
right ear wenli variance39,0.07409099853093397,-0.07409099853093397,0.35179275584055075
left ear wenli variance2,0.07409059136802865,-0.07409059136802865,0.35179540972834145
left ear wenli variance34,0.07409058628587945,-0.07409058628587945,0.3517954428538695
left ear wenli variance26,0.07408716446554679,-0.07408716446554679,0.3518177467761523
left ear wenli variance1004,0.07408572001888768,-0.07408572001888768,0.35182716215565557
left ear wenli variance740,0.07407252531159528,-0.07407252531159528,0.3519131769235383
face wenli mean371,0.07406845171883886,-0.07406845171883886,0.3519397348669511
face wenli variance631,0.07406736073010808,0.07406736073010808,0.35194684782301294
left ear wenli variance596,0.07406597682253309,-0.07406597682253309,0.3519558706616734
face wenli variance478,0.07405985008130672,0.07405985008130672,0.3519958177003865
face wenli variance607,0.07405596103095707,0.07405596103095707,0.35202117621931506
left ear wenli variance1108,0.07405342993104418,-0.07405342993104418,0.35203768084969217
left ear wenli variance1244,0.07405093063226884,-0.07405093063226884,0.35205397858945686
face wenli variance710,0.07402249601082184,-0.07402249601082184,0.35223943193434565
left ear wenli variance558,0.07402157323387515,-0.07402157323387515,0.35224545140058394
left ear wenli variance452,0.07401836284606816,-0.07401836284606816,0.35226639393148573
left ear wenli variance876,0.07401565633126268,-0.07401565633126268,0.3522840501214363
left ear guangpu variance120,0.07401381443363479,-0.07401381443363479,0.35229606622162685
left ear wenli variance748,0.0740123300698163,-0.0740123300698163,0.3523057500436196
left ear wenli variance708,0.07399056166681102,-0.07399056166681102,0.35244778381611935
left ear wenli variance373,0.07398381823026268,-0.07398381823026268,0.3524917904539155
left ear wenli variance604,0.07398239482328949,-0.07398239482328949,0.35250107983080137
left ear guangpu variance66,0.07398031290763915,-0.07398031290763915,0.3525146670148172
left ear wenli variance572,0.07397860321162568,-0.07397860321162568,0.3525258252312434
left ear wenli variance50,0.07397468181247555,-0.07397468181247555,0.35255141881610913
left ear wenli variance1340,0.07396380630134254,-0.07396380630134254,0.35262240552320684
left ear wenli variance1306,0.07396304408245045,-0.07396304408245045,0.35262738101921764
left ear wenli variance1180,0.07396234122746927,-0.07396234122746927,0.3526319690475536
left ear wenli variance58,0.07396098952011519,-0.07396098952011519,0.35264079269641624
left ear wenli variance1396,0.07395803408376392,-0.07395803408376392,0.35266008561811246
left ear wenli variance284,0.07395158981250308,-0.07395158981250308,0.35270215575087144
left ear wenli variance1626,0.07393333609568649,-0.07393333609568649,0.35282133855160086
left ear wenli variance1348,0.07392861905836362,-0.07392861905836362,0.3528521412979595
left ear wenli variance188,0.07392757566507242,-0.07392757566507242,0.3528589549926974
left ear wenli variance860,0.07391843138425618,-0.07391843138425618,0.352918673623188
left ear wenli variance42,0.0739166473076551,-0.0739166473076551,0.3529303256452395
right ear wenli mean390,0.07389535231671975,0.07389535231671975,0.3530694244383149
left ear wenli variance1012,0.07388523852069463,-0.07388523852069463,0.35313549973931013
left ear wenli variance1602,0.07388475063612536,-0.07388475063612536,0.35313868737531356
left ear wenli variance1530,0.07387773214963772,-0.07387773214963772,0.353184545257982
left ear wenli variance1276,0.07386758499423396,-0.07386758499423396,0.3532508520529885
left ear wenli variance1610,0.07386543263752571,-0.07386543263752571,0.3532649176742532
left ear wenli variance1164,0.07385312389389476,-0.07385312389389476,0.3533453618820023
left ear wenli variance1084,0.07384927003311476,-0.07384927003311476,0.35337055127676703
left ear wenli variance268,0.07383023059354626,-0.07383023059354626,0.35349501232467906
face wenli variance1504,0.07382483778715901,-0.07382483778715901,0.353530270153427
left ear wenli variance1618,0.07382367152440843,-0.07382367152440843,0.3535378953954651
right ear wenli variance635,0.07380864782226021,-0.07380864782226021,0.3536361323523759
left ear wenli variance349,0.07380499310673044,-0.07380499310673044,0.35366003238387433
left ear wenli variance962,0.07379938196026878,-0.07379938196026878,0.3536967284738616
left ear wenli variance66,0.07379198427908547,-0.07379198427908547,0.3537451118865035
left ear wenli variance244,0.07378924139115499,-0.07378924139115499,0.35376305238217176
left ear wenli variance994,0.07378671505422771,-0.07378671505422771,0.3537795769795826
left ear wenli variance367,0.07377790240752603,0.07377790240752603,0.35383722368257436
left ear wenli variance1415,0.07377531149536833,0.07377531149536833,0.3538541728925326
left ear wenli variance1522,0.07377529418905523,-0.07377529418905523,0.353854286108552
left ear wenli variance916,0.07377069306637785,-0.07377069306637785,0.35388438695737057
left ear wenli variance436,0.07376963596643034,-0.07376963596643034,0.35389130280152803
left ear guangpu variance121,0.07376873569396765,-0.07376873569396765,0.35389719270302183
face wenli variance891,0.07376304759083797,-0.07376304759083797,0.35393440770793233
face wenli variance1310,0.07376158203735582,-0.07376158203735582,0.35394399664047754
face wenli mean1011,0.07375204312300804,0.07375204312300804,0.3540064125332878
left ear wenli variance1586,0.07375130120099922,-0.07375130120099922,0.3540112674336244
right ear wenli mean1214,0.07373898025078515,0.07373898025078515,0.3540918978828533
left ear wenli variance884,0.07373586351297308,-0.07373586351297308,0.3541122961803132
left ear wenli variance1594,0.07373517818709929,-0.07373517818709929,0.3541167815715266
left ear wenli variance692,0.07373449335056817,-0.07373449335056817,0.3541212637955545
left ear wenli variance1562,0.07373163493887783,-0.07373163493887783,0.35413997235371786
left ear wenli variance398,0.07373049612532609,-0.07373049612532609,0.3541474261617575
left ear wenli variance82,0.07372777863295003,-0.07372777863295003,0.3541652131982456
left ear wenli variance700,0.07372710940610788,-0.07372710940610788,0.35416959363201256
left ear wenli variance820,0.0737201183763736,-0.0737201183763736,0.35421535554291644
left ear wenli variance1188,0.07371323222838003,-0.07371323222838003,0.35426043453513584
left ear wenli variance1018,0.07371097732454102,-0.07371097732454102,0.3542751966582499
left ear wenli variance1570,0.07370724606466363,-0.07370724606466363,0.3542996248501957
left ear wenli variance74,0.0737021920025229,-0.0737021920025229,0.3543327149790459
left ear wenli variance1578,0.07368956303749481,-0.07368956303749481,0.3544154082231552
left ear wenli variance172,0.07367725296446984,-0.07367725296446984,0.3544960250114283
face wenli mean279,0.07367401515753104,0.07367401515753104,0.3545172308196766
right ear wenli mean1112,0.07367336091670498,0.07367336091670498,0.35452151582423885
left ear wenli variance300,0.07366120174365878,-0.07366120174365878,0.35460115923264746
right ear wenli variance71,0.07365672614146998,-0.07365672614146998,0.3546304775480052
