feature,abs_r,r,p_value
right ear wenli variance223,0.2235870217279397,-0.2235870217279397,0.004482125156050345
right ear wenli variance350,0.20787404808965015,0.20787404808965015,0.008347463779508875
right ear wenli variance183,0.20730390299974388,-0.20730390299974388,0.00853128900461243
face wenli mean865,0.20369043326008807,0.20369043326008807,0.00978194210898678
face wenli mean889,0.20333334238407205,0.20333334238407205,0.009913912820171294
face wenli mean825,0.20306532317022272,0.20306532317022272,0.010013994764029501
face wenli mean985,0.20304365369265157,0.20304365369265157,0.010022125243727134
right ear wenli variance215,0.20304033002436167,-0.20304033002436167,0.010023372813076048
face wenli mean809,0.202202955917062,0.202202955917062,0.010342087667120903
face wenli mean857,0.20172215549236913,0.20172215549236913,0.010529094831274587
face wenli mean753,0.20123256349574925,0.20123256349574925,0.010722576592862434
face wenli mean729,0.20121204087848993,0.20121204087848993,0.010730754853617717
face wenli mean681,0.20111370755051963,0.20111370755051963,0.010770016934876699
face wenli mean801,0.20087236576686743,0.20087236576686743,0.01086691543878401
right ear wenli variance199,0.20046831543522686,-0.20046831543522686,0.011030859975945845
face wenli mean1033,0.2001070352527025,0.2001070352527025,0.011179289488145689
face wenli mean745,0.19987246276335172,0.19987246276335172,0.011276600110293645
face wenli variance896,0.19944072104282332,0.19944072104282332,0.01145765369841823
face wenli mean953,0.1994134193120021,0.1994134193120021,0.011469188281923826
face wenli mean721,0.1992868320173573,0.1992868320173573,0.01152280306340159
face wenli mean1001,0.19883571969459446,0.19883571969459446,0.011715662778324568
face wenli mean777,0.1986657041980249,0.1986657041980249,0.01178908036527831
face wenli mean833,0.19836418592863764,0.19836418592863764,0.011920279002076595
face wenli mean1009,0.19826189586739235,0.19826189586739235,0.011965078505882881
face wenli mean977,0.19819691345800172,0.19819691345800172,0.01199361528308489
face wenli mean697,0.1981258056491514,0.1981258056491514,0.0120249104644985
face wenli mean769,0.19804628846607247,0.19804628846607247,0.012059991580091738
face wenli mean873,0.19797044179425682,0.19797044179425682,0.012093537043175496
face wenli mean1017,0.1978958375806268,0.1978958375806268,0.012126612871984877
face wenli mean737,0.19741961995416918,0.19741961995416918,0.012339621508500648
face wenli mean1089,0.19710189129537092,0.19710189129537092,0.012483558458233025
face wenli mean929,0.19708758175619356,0.19708758175619356,0.012490075455390553
face wenli mean905,0.19696696483783377,0.19696696483783377,0.012545126734547607
face wenli mean937,0.19685306206651726,0.19685306206651726,0.012597308816035198
face wenli mean617,0.19683673712311306,0.19683673712311306,0.012604803306932718
face wenli mean841,0.19668096422665138,0.19668096422665138,0.012676512734975935
face wenli mean689,0.19658182367113702,0.19658182367113702,0.012722337721642411
face wenli mean785,0.196569641983541,0.196569641983541,0.012727978376388229
face wenli mean921,0.19605529323450355,0.19605529323450355,0.012968153609897951
face wenli mean529,0.19596870203242583,0.19596870203242583,0.01300897553159897
face wenli mean673,0.19596321977232853,0.19596321977232853,0.013011563833344434
face wenli mean649,0.19595088357044343,0.19595088357044343,0.013017389689332536
face wenli mean657,0.1959336719347683,0.1959336719347683,0.013025521820731786
face wenli mean289,0.1959318309390826,0.1959318309390826,0.013026391915420096
face wenli mean913,0.19589045076613817,0.19589045076613817,0.013045962526063269
face wenli mean641,0.19586058058149525,0.19586058058149525,0.013060105529492909
face wenli mean881,0.1957848337723695,0.1957848337723695,0.01309603053204433
face wenli mean457,0.19578294195538337,0.19578294195538337,0.01309692888498373
face wenli mean817,0.19575822197581283,0.19575822197581283,0.013108672437965388
face wenli mean793,0.19564158253501268,0.19564158253501268,0.013164208061970191
face wenli mean761,0.19555034088637407,0.19555034088637407,0.013207794547657014
face wenli mean633,0.1954443448415765,0.1954443448415765,0.01325858790375355
face wenli mean945,0.19508884533930204,0.19508884533930204,0.013430194364325881
face wenli mean713,0.1949849725898018,0.1949849725898018,0.013480701363370238
face wenli mean849,0.19490947316848414,0.19490947316848414,0.013517516390917625
face wenli mean625,0.19472060738086897,0.19472060738086897,0.013609996722184221
face wenli mean993,0.1947134832456348,0.1947134832456348,0.013613495946423968
face wenli mean897,0.19468647967938124,0.19468647967938124,0.013626766673587608
face wenli mean385,0.19434138056769062,0.19434138056769062,0.013797362642722676
face wenli mean1073,0.1941395638060816,0.1941395638060816,0.013897991739886522
face wenli mean1041,0.19410303226659642,0.19410303226659642,0.013916275393832474
face wenli mean1081,0.19408675777691992,0.19408675777691992,0.01392442737556423
face wenli mean1025,0.19381108281586779,0.19381108281586779,0.01406315027210741
face wenli mean465,0.19375602612864884,0.19375602612864884,0.014090999722797487
face wenli mean377,0.1935074639658224,0.1935074639658224,0.014217331442208275
face wenli mean1105,0.19325381945589892,0.19325381945589892,0.014347265476723808
face wenli mean705,0.19317979198090382,0.19317979198090382,0.014385382449863909
face wenli mean601,0.19317966545956564,0.19317966545956564,0.014385447671740489
face wenli mean513,0.19313322295144614,0.19313322295144614,0.01440940628899486
face wenli mean609,0.19306373517880726,0.19306373517880726,0.014445318515842588
face wenli mean961,0.19299118690061629,0.19299118690061629,0.014482895847768679
right ear wenli variance1367,0.19269035374454557,-0.19269035374454557,0.014639628831535167
face wenli mean1049,0.19260886945275998,0.19260886945275998,0.014682335917250305
face wenli mean1185,0.19236720191627488,0.19236720191627488,0.014809637642371908
face wenli mean449,0.19226465054163994,0.19226465054163994,0.014863948479458544
face wenli mean361,0.19220994303313882,0.19220994303313882,0.014892992413694494
face wenli mean409,0.1921875315802193,0.1921875315802193,0.01490490483105387
face wenli mean1113,0.19214232531347042,0.19214232531347042,0.014928958738604147
face wenli mean337,0.19210861868182688,0.19210861868182688,0.01494691581637362
face wenli mean1097,0.1919310855485558,0.1919310855485558,0.015041807298919211
face wenli mean1145,0.19169293688206362,0.19169293688206362,0.015169922916982256
face wenli mean497,0.19168853240483286,0.19168853240483286,0.015172301307377704
face wenli mean537,0.19160059101413585,0.19160059101413585,0.015219857234875173
face wenli mean1169,0.19150790122097738,0.19150790122097738,0.01527012161180501
face wenli mean593,0.19141867756953507,0.19141867756953507,0.015318643024952974
face wenli mean1129,0.19129540983300783,0.19129540983300783,0.015385899355488574
face wenli variance744,0.19125468118426042,0.19125468118426042,0.015408177897623826
face wenli mean473,0.19114877611007086,0.19114877611007086,0.01546623958484563
face wenli mean545,0.19114507027009603,0.19114507027009603,0.015468274733588512
face wenli mean1121,0.1911042137343215,0.1911042137343215,0.015490727534584012
face wenli mean553,0.1910926129663503,0.1910926129663503,0.015497107938644363
face wenli mean209,0.1910677065200092,0.1910677065200092,0.015510814183576258
face wenli mean425,0.190964016048758,0.190964016048758,0.015567989619845422
face wenli mean521,0.19093643643105299,0.19093643643105299,0.015583228047092269
face wenli mean401,0.1909021660265327,0.1909021660265327,0.015602181411674737
face wenli mean313,0.19089212813763518,0.19089212813763518,0.015607736702960881
face wenli mean393,0.1908005334202463,0.1908005334202463,0.015658507849932835
face wenli mean369,0.19078577384280881,0.19078577384280881,0.015666702564104202
face wenli mean1161,0.19065511714166372,0.19065511714166372,0.01573940801281323
face wenli mean441,0.1906385199632683,0.1906385199632683,0.015748664716403026
face wenli mean1153,0.19058965483798573,0.19058965483798573,0.015775945686674325
face wenli mean1305,0.19053209814887517,0.19053209814887517,0.01580813187771999
face wenli mean577,0.19052596758584264,0.19052596758584264,0.015811563509389528
face wenli mean225,0.19043187975497589,0.19043187975497589,0.01586431138599095
face wenli mean273,0.19033378906873744,0.19033378906873744,0.01591946648520703
face wenli mean1065,0.19031983701140848,0.19031983701140848,0.015927325093851252
face wenli mean489,0.1902136018082621,0.1902136018082621,0.01598727381058319
face wenli mean1057,0.19011630329946055,0.19011630329946055,0.016042351829539045
face wenli mean1137,0.18997053840673406,0.18997053840673406,0.016125174492716506
face wenli variance864,0.18994864167815217,0.18994864167815217,0.01613764817662186
face wenli mean353,0.1898378278351181,0.1898378278351181,0.016200903263852744
face wenli mean1177,0.18976443988886438,0.18976443988886438,0.016242913486848205
face wenli mean665,0.1894836562209324,0.1894836562209324,0.016404521979422288
face wenli mean321,0.18943723121808712,0.18943723121808712,0.01643137681032538
face wenli mean1257,0.18934507221206992,0.18934507221206992,0.016484800110668753
face wenli mean1209,0.18928885421985764,0.18928885421985764,0.016517463054708505
face wenli mean969,0.18899284012813367,0.18899284012813367,0.016690379082028178
face wenli mean1321,0.1889688101881226,0.1889688101881226,0.016704484956944845
face wenli mean1193,0.18893304344413586,0.18893304344413586,0.016725499681552625
face wenli variance752,0.18880683207140941,0.18880683207140941,0.01679983888470175
face wenli mean481,0.18860308589825847,0.18860308589825847,0.01692045277972096
face wenli variance632,0.18859887720869284,0.18859887720869284,0.016922952159249244
face wenli mean1201,0.188589247028231,0.188589247028231,0.01692867236190485
face wenli mean281,0.18847606034005673,0.18847606034005673,0.01699602985900449
face wenli mean1265,0.18847208084110623,0.18847208084110623,0.016998402295205918
face wenli mean433,0.18835214129474592,0.18835214129474592,0.017070041195158286
face wenli mean417,0.18830026666157684,0.18830026666157684,0.017101106674862
face wenli mean561,0.1882641459530713,0.1882641459530713,0.017122766812219553
face wenli mean1233,0.18820998422929888,0.18820998422929888,0.01715529009377816
face wenli mean193,0.18819491995760085,0.18819491995760085,0.017164345492459293
face wenli mean177,0.18819441447047616,0.18819441447047616,0.017164649421665866
face wenli mean569,0.18809984368295887,0.18809984368295887,0.017221593393408025
face wenli mean1345,0.18805925518098238,0.18805925518098238,0.017246083267316765
face wenli mean345,0.18798536217663184,0.18798536217663184,0.017290745755021115
face wenli mean1289,0.18749843280334808,0.18749843280334808,0.017587576345432693
face wenli mean257,0.18740621546286018,0.18740621546286018,0.017644287281580778
face wenli variance792,0.18734461067443403,0.18734461067443403,0.017682260791449227
face wenli mean1225,0.1872747628055561,0.1872747628055561,0.01772540117645519
face wenli mean217,0.18722816030103037,0.18722816030103037,0.017754235230413296
face wenli mean305,0.1871870946120772,0.1871870946120772,0.017779677261690115
face wenli mean505,0.18703323447130552,0.18703323447130552,0.017875282079908118
face wenli mean1249,0.1869928486310351,0.1869928486310351,0.01790045061824135
face wenli mean1273,0.18686727745547418,0.18686727745547418,0.017978903375456056
face wenli mean1217,0.18635029252002863,0.18635029252002863,0.018305049149430513
face wenli mean329,0.186018045845738,0.186018045845738,0.018517347986782794
face wenli mean1313,0.1859040722283266,0.1859040722283266,0.018590664787664322
face wenli mean1337,0.18588155505660453,0.18588155505660453,0.018605179327985878
face wenli mean1281,0.18574829452428357,0.18574829452428357,0.018691280100951706
face wenli mean185,0.1857433625603565,0.1857433625603565,0.018694473299635313
face wenli mean1297,0.18573625571802627,0.18573625571802627,0.0186990754540481
face wenli mean241,0.18490470446749885,0.18490470446749885,0.019244382733074286
face wenli mean201,0.18489058620882298,0.18489058620882298,0.01925375868424078
face wenli mean297,0.18473162635472662,0.18473162635472662,0.019359597295418553
face wenli mean1241,0.18455341368899672,0.18455341368899672,0.019478853165239302
face wenli variance191,0.18446163725281955,-0.18446163725281955,0.01954051546562981
face wenli mean1353,0.18435979415272824,0.18435979415272824,0.0196091389277443
left ear wenli variance1240,0.18425386526816034,0.18425386526816034,0.01968073655736528
face wenli mean1361,0.18401278156429085,0.18401278156429085,0.01984452916268231
face wenli mean233,0.18385544169550272,0.18385544169550272,0.019952060658832645
face wenli mean249,0.18370484766137435,0.18370484766137435,0.020055453293747996
face wenli mean585,0.18352813725392594,0.18352813725392594,0.02017736683454279
face wenli mean265,0.18334692192310809,0.18334692192310809,0.02030305302099764
face wenli mean1329,0.18197154312720454,0.18197154312720454,0.021279222095775638
face wenli mean1377,0.18162015588395838,0.18162015588395838,0.02153501693223185
face guangpu variance98,0.18072975446169084,-0.18072975446169084,0.022195093277649135
face guangpu variance99,0.18071400926432468,-0.18071400926432468,0.02220692067019918
face guangpu variance101,0.1806907169034219,-0.1806907169034219,0.02222442725602278
face guangpu variance96,0.18068094135709228,-0.18068094135709228,0.0222317781171829
face guangpu variance100,0.18066804682200338,-0.18066804682200338,0.022241477549267107
face guangpu variance97,0.18064873782111596,-0.18064873782111596,0.022256008838969447
face guangpu variance104,0.18060227989194688,-0.18060227989194688,0.02229100498717003
face guangpu variance102,0.1806000155290978,-0.1806000155290978,0.02229271191257531
face guangpu variance103,0.180583860390871,-0.180583860390871,0.022304893270018243
face guangpu variance94,0.18053140035192405,-0.18053140035192405,0.02234448892320633
face guangpu variance95,0.1805230663738377,-0.1805230663738377,0.022350784790428183
face guangpu variance93,0.18050985996175398,-0.18050985996175398,0.02236076464499228
face guangpu variance92,0.1804643336314447,-0.1804643336314447,0.022395197517254613
face guangpu variance105,0.180454527635556,-0.180454527635556,0.022402620047116944
face wenli mean1369,0.18037720867939078,0.18037720867939078,0.022461219931335884
face guangpu variance106,0.18035585972000345,-0.18035585972000345,0.022477423498513505
face guangpu variance91,0.18031728064114502,-0.18031728064114502,0.02250673001661967
face guangpu variance90,0.18029475935686973,-0.18029475935686973,0.022523853466915853
face guangpu variance107,0.1802427967404962,-0.1802427967404962,0.022563404636836513
face wenli mean1393,0.18016134797583816,0.18016134797583816,0.022625519389678588
face wenli mean169,0.1801158165892029,0.1801158165892029,0.022660306798080506
face guangpu variance89,0.18011085816075628,-0.18011085816075628,0.02266409797133864
face guangpu variance88,0.1801026309033158,-0.1801026309033158,0.02267038966857198
face guangpu variance108,0.1800221022417976,-0.1800221022417976,0.02273205241693128
face guangpu variance87,0.1799151477799896,-0.1799151477799896,0.022814173171019355
face wenli mean161,0.17982034068889635,0.17982034068889635,0.022887180360774556
face guangpu variance109,0.17980196440518476,-0.17980196440518476,0.022901354443331995
face wenli variance928,0.17977121244833974,0.17977121244833974,0.022925091084001304
face guangpu variance86,0.17971237097425663,-0.17971237097425663,0.02297056830020147
face guangpu variance110,0.17957197183015344,-0.17957197183015344,0.023079393191209108
face guangpu variance85,0.17952130377172143,-0.17952130377172143,0.02311877530153707
face wenli mean145,0.17933863887505513,0.17933863887505513,0.023261233063094664
face guangpu variance84,0.17932793144927384,-0.17932793144927384,0.023269607002163215
face guangpu variance111,0.17927466584956908,-0.17927466584956908,0.023311302876333054
face wenli mean1401,0.17924860452057068,0.17924860452057068,0.023331726864916018
face wenli mean1385,0.17918407883778603,0.17918407883778603,0.023382361178401468
right ear wenli variance326,0.17918284156708003,0.17918284156708003,0.02338333300649567
face guangpu variance83,0.17913804512285164,-0.17913804512285164,0.02341854227090427
face guangpu variance112,0.17907487130908722,-0.17907487130908722,0.0234682732979333
face guangpu variance113,0.178859540802359,-0.178859540802359,0.023638466193853402
face guangpu variance82,0.17885723439728968,-0.17885723439728968,0.023640294856266265
face guangpu variance81,0.17855188852856652,-0.17855188852856652,0.023883468129571192
face guangpu variance114,0.17853942257214,-0.17853942257214,0.023893441334072486
face guangpu variance80,0.17829068001758022,-0.17829068001758022,0.02409319335210836
face guangpu variance115,0.17825472461472736,-0.17825472461472736,0.024122185540804083
face guangpu variance79,0.17800853324982047,-0.17800853324982047,0.024321504873978227
face guangpu variance116,0.17798822228792602,-0.17798822228792602,0.024338011813403733
face guangpu variance117,0.17773560140877787,-0.17773560140877787,0.02454412458388443
face guangpu variance78,0.17767213211893218,-0.17767213211893218,0.024596143864785574
face guangpu variance118,0.17747669376718728,-0.17747669376718728,0.024756919281317267
face guangpu variance77,0.17742286369952104,-0.17742286369952104,0.024801360098670486
face guangpu variance119,0.17724071865126168,-0.17724071865126168,0.02495224261024061
face guangpu variance76,0.17714928666812635,-0.17714928666812635,0.02502827794339795
face guangpu variance120,0.1769601321981664,-0.1769601321981664,0.025186210736449933
face wenli mean1409,0.17688238922268468,0.17688238922268468,0.02525136884067864
face wenli mean153,0.17685264304695086,0.17685264304695086,0.02527633796281244
face guangpu variance75,0.1768265793441495,-0.1768265793441495,0.025298233388541407
face wenli mean137,0.17672516629839072,0.17672516629839072,0.02538358256956032
face guangpu variance121,0.1766843858761431,-0.1766843858761431,0.02541797286632779
face guangpu variance74,0.17653017276189056,-0.17653017276189056,0.025548382669703194
face guangpu variance122,0.17638676997006625,-0.17638676997006625,0.02567016478302298
face guangpu variance73,0.17609653290939437,-0.17609653290939437,0.025918165619674385
face guangpu variance123,0.17605977642782147,-0.17605977642782147,0.025949719084757766
face guangpu variance124,0.17578954522155193,-0.17578954522155193,0.026182709591149475
face guangpu variance72,0.1756906303113675,-0.1756906303113675,0.02626843955940069
face wenli mean147,0.17558424337464612,0.17558424337464612,0.026360913631565574
face guangpu variance125,0.17544631871938274,-0.17544631871938274,0.026481215665504005
face guangpu variance71,0.17533463566431587,-0.17533463566431587,0.02657897290439546
face guangpu variance126,0.1752558252421592,-0.1752558252421592,0.02664814207935897
face wenli mean1417,0.17516548403345172,0.17516548403345172,0.026727620802402013
face guangpu variance127,0.17507194380584098,-0.17507194380584098,0.026810127470140797
face wenli mean1425,0.17497815466571276,0.17497815466571276,0.026893072291205574
face guangpu variance128,0.17483418767989595,-0.17483418767989595,0.02702082009345948
face wenli mean1441,0.17473369498850377,0.17473369498850377,0.027110298542098878
face guangpu variance70,0.17471450430113172,-0.17471450430113172,0.027127414657585214
face guangpu variance129,0.17466316986554759,-0.17466316986554759,0.027173245096335
face wenli variance190,0.1746502739168799,-0.1746502739168799,0.027184768758179163
face guangpu variance130,0.17440730989095582,-0.17440730989095582,0.02740266044432263
right ear wenli variance374,0.17430180017576455,0.17430180017576455,0.02749774597414398
face guangpu variance131,0.1741163779523544,-0.1741163779523544,0.027665531861546428
face wenli mean1465,0.1740172314745963,0.1740172314745963,0.027755606349978267
face guangpu variance69,0.17398131735757474,-0.17398131735757474,0.027788296033276986
face wenli mean1473,0.17397919120626706,0.17397919120626706,0.027790232325396316
face guangpu variance132,0.17388788308832487,-0.17388788308832487,0.02787349569121597
face wenli mean1433,0.1738264107086558,0.1738264107086558,0.027929671921747837
face wenli mean113,0.17369140379565084,0.17369140379565084,0.02805338670253205
face guangpu variance133,0.17361314915988185,-0.17361314915988185,0.028125309977594822
face guangpu variance68,0.17329055140223337,-0.17329055140223337,0.028423471521247613
face guangpu variance134,0.17327370981864504,-0.17327370981864504,0.028439111180991544
face guangpu variance135,0.17297310003790434,-0.17297310003790434,0.02871950512767547
right ear wenli variance342,0.1727650088556173,0.1727650088556173,0.028914980373914927
face guangpu variance136,0.17266007973758868,-0.17266007973758868,0.02901397744476966
face wenli mean105,0.1725260703620485,0.1725260703620485,0.02914083080489316
face guangpu variance67,0.17242092552820162,-0.17242092552820162,0.029240691662497285
face wenli variance192,0.1723606767563495,-0.1723606767563495,0.02929804400504168
face wenli mean1449,0.17235941569676985,0.17235941569676985,0.029299245463328072
face guangpu variance137,0.17234930788688008,-0.17234930788688008,0.02930887706621156
face wenli mean1481,0.17222883493192356,0.17222883493192356,0.02942388208686608
face wenli variance912,0.17204853797664613,0.17204853797664613,0.029596714050907393
face guangpu variance138,0.172020925298281,-0.172020925298281,0.02962325966930849
face wenli mean97,0.1718013120598108,0.1718013120598108,0.02983510917978526
face guangpu variance139,0.17174724194752072,-0.17174724194752072,0.029887465289282347
face wenli mean1505,0.17168980024601274,0.17168980024601274,0.029943171790044996
face guangpu variance66,0.17168364775986195,-0.17168364775986195,0.0299491436596959
face wenli mean1457,0.17150823921222597,0.17150823921222597,0.03011982987898809
face guangpu variance140,0.17142836821091106,-0.17142836821091106,0.03019782454117562
face wenli mean1513,0.1713577357598967,0.1713577357598967,0.030266940841455807
face guangpu variance141,0.17115141467185663,-0.17115141467185663,0.030469604628351094
face guangpu variance65,0.17095933005941075,-0.17095933005941075,0.030659320934859485
face wenli mean1521,0.17092226712468378,0.17092226712468378,0.030696042302267527
face wenli mean121,0.17085198437074092,0.17085198437074092,0.030765780071222888
face guangpu variance142,0.17080408538084768,-0.17080408538084768,0.030813384809958284
face wenli mean89,0.17078313619267466,0.17078313619267466,0.030834224984481972
face guangpu variance143,0.17057260987192768,-0.17057260987192768,0.03104432205264909
face guangpu variance64,0.1704022658148876,-0.1704022658148876,0.031215208345867038
right ear wenli variance1455,0.17039456933784178,-0.17039456933784178,0.03122294816185079
face guangpu variance144,0.17031468408139522,-0.17031468408139522,0.03130337962080391
face guangpu variance145,0.1701194992859273,-0.1701194992859273,0.031500639941363165
face wenli mean1497,0.17009735667225465,0.17009735667225465,0.03152308456496769
face wenli mean1489,0.16997997120786523,0.16997997120786523,0.03164229813753246
face guangpu variance63,0.16992710059071348,-0.16992710059071348,0.031696117092598196
face wenli mean1537,0.16992136369531224,0.16992136369531224,0.03170196156351514
face wenli mean1529,0.16990130440666235,0.16990130440666235,0.03172240419021648
face guangpu variance146,0.16986034416593182,-0.16986034416593182,0.03176418196487618
face guangpu variance62,0.16970916472232322,-0.16970916472232322,0.03191878356702937
face guangpu variance147,0.1696781628679958,-0.1696781628679958,0.03195056601127282
face guangpu variance61,0.1696271356623798,-0.1696271356623798,0.03200293653020443
face guangpu variance60,0.16958910763821197,-0.16958910763821197,0.03204201303695826
face guangpu variance59,0.16949386470257066,-0.16949386470257066,0.032140059751012556
face guangpu variance148,0.16940904076906493,-0.16940904076906493,0.03222759503147954
face guangpu variance58,0.16939684846198047,-0.16939684846198047,0.03224019367549217
face wenli mean81,0.1693848199044205,0.1693848199044205,0.03225262720862041
face wenli mean73,0.16930137085609645,0.16930137085609645,0.03233899790569018
face guangpu variance57,0.16921699855886768,-0.16921699855886768,0.032426523643486256
face guangpu variance149,0.16921476163515686,-0.16921476163515686,0.03242884690538417
face wenli mean1553,0.1691615883467269,0.1691615883467269,0.03248411411034965
face guangpu variance56,0.16900406308946606,-0.16900406308946606,0.03264831183888325
face guangpu variance150,0.16900073032059643,-0.16900073032059643,0.03265179336861203
face wenli mean1545,0.16896812211764722,0.16896812211764722,0.032685873682505515
face wenli mean151,0.16890739902202417,0.16890739902202417,0.03274941855838241
face guangpu variance151,0.16883434432675898,-0.16883434432675898,0.03282600690379467
face wenli mean1569,0.16879159613382605,0.16879159613382605,0.03287089322890051
face guangpu variance55,0.16877014750034036,-0.16877014750034036,0.032893434258352186
face wenli variance872,0.16856775131243776,0.16856775131243776,0.033106784797931166
face guangpu variance152,0.16853396931995074,-0.16853396931995074,0.033142509178964115
face guangpu variance54,0.1685295464870658,-0.1685295464870658,0.03314718873305578
face wenli mean1561,0.16848186190496728,0.16848186190496728,0.03319767672506952
face guangpu variance153,0.16839651582514342,-0.16839651582514342,0.03328820310004466
face wenli mean129,0.16839209780982334,0.16839209780982334,0.03329289496777199
face wenli mean1585,0.1683434733732918,0.1683434733732918,0.03334457044846319
face guangpu variance53,0.16828275434298998,-0.16828275434298998,0.03340919484542697
face wenli mean1577,0.16821574195003136,0.16821574195003136,0.033480640557200465
face guangpu variance154,0.1681828229340578,-0.1681828229340578,0.03351578477681202
face wenli mean65,0.16812239122080475,0.16812239122080475,0.033580382808667465
face guangpu variance52,0.16810858319871397,-0.16810858319871397,0.033595157586313144
face wenli variance832,0.1680840336812393,0.1680840336812393,0.03362143951469186
face guangpu variance155,0.1680245359469256,-0.1680245359469256,0.03368520815583241
face guangpu variance51,0.1679084578252279,-0.1679084578252279,0.033809913623630575
face guangpu variance156,0.16780986417008936,-0.16780986417008936,0.0339161419995149
face guangpu variance50,0.1677213194310574,-0.1677213194310574,0.034011784067491065
face guangpu variance157,0.16766629923620852,-0.16766629923620852,0.03407132938248178
face guangpu variance49,0.16760976868589084,-0.16760976868589084,0.0341326011750524
face wenli mean1617,0.1675498573311284,0.1675498573311284,0.03419763911169753
face wenli mean1609,0.16748809775692008,0.16748809775692008,0.034264793195352555
face guangpu variance48,0.16742680364789084,-0.16742680364789084,0.034331551482468636
face guangpu variance158,0.16742579626856022,-0.16742579626856022,0.03433264958532117
face wenli mean1601,0.16742311943685384,0.16742311943685384,0.0343355676341135
face wenli mean1593,0.167363514124057,0.167363514124057,0.034400598550340125
face guangpu variance159,0.16733517184863536,-0.16733517184863536,0.03443155724175622
face guangpu variance47,0.1672917526083778,-0.1672917526083778,0.0344790304517833
face wenli mean57,0.16724236133653292,0.16724236133653292,0.03453310061613641
face guangpu variance46,0.16718097869995183,-0.16718097869995183,0.03460039807240072
face guangpu variance160,0.1671374642392409,-0.1671374642392409,0.03464817275976866
face guangpu variance45,0.16709577755839733,-0.16709577755839733,0.03469399304813146
face guangpu variance161,0.16693206512217865,-0.16693206512217865,0.034874435291590615
face guangpu variance44,0.1669299256770866,-0.1669299256770866,0.034876798610983716
face guangpu variance43,0.16677034318596015,-0.16677034318596015,0.035053462278286894
face wenli mean49,0.16676282309246787,0.16676282309246787,0.0350618059315828
face wenli mean41,0.16674824095892607,0.16674824095892607,0.03507798980637513
face wenli mean1625,0.1667329923560122,0.1667329923560122,0.03509492011264987
face guangpu variance162,0.16671582871804985,-0.16671582871804985,0.03511398491935299
face guangpu variance42,0.16656393738087535,-0.16656393738087535,0.03528308278002176
face guangpu variance163,0.1665384691414719,-0.1665384691414719,0.035311503383599806
face wenli variance1,0.16645751820332272,-0.16645751820332272,0.03540196695967143
face wenli variance17,0.16643207966087942,-0.16643207966087942,0.03543043523020966
face guangpu variance41,0.16634225667705443,-0.16634225667705443,0.03553111093685084
face guangpu variance164,0.1663197746901751,-0.1663197746901751,0.035556347064926344
right ear wenli variance334,0.16629924522157868,0.16629924522157868,0.035579404710782955
face guangpu variance40,0.1661194213231738,-0.1661194213231738,0.03578191423473828
face guangpu variance165,0.16610701342021053,-0.16610701342021053,0.03579592329025112
face guangpu variance166,0.16597218752212098,-0.16597218752212098,0.03594844644258368
face guangpu variance39,0.165849235962208,-0.165849235962208,0.03608801476207701
face wenli variance33,0.1657803143314509,-0.1657803143314509,0.036166451008895546
face guangpu variance167,0.16576750178770527,-0.16576750178770527,0.03618104817643967
face wenli mean25,0.16574770378559447,0.16574770378559447,0.03620361356895637
face wenli mean163,0.16568136710972617,0.16568136710972617,0.036279309496520945
face wenli variance25,0.16561674069284338,-0.16561674069284338,0.03635318231305596
face guangpu variance38,0.16561145456955542,-0.16561145456955542,0.03635923036002353
face wenli mean33,0.16552937429578893,0.16552937429578893,0.036453250441151296
face guangpu variance168,0.16552579100648265,-0.16552579100648265,0.03645735964389164
face guangpu variance37,0.1653727121999933,-0.1653727121999933,0.036633271030964906
face guangpu variance169,0.1653118310001297,-0.1653118310001297,0.036703431806882465
face guangpu variance170,0.16509995098699223,-0.16509995098699223,0.0369484913102076
face guangpu variance36,0.16506703405615628,-0.16506703405615628,0.036986686469638916
face wenli variance167,0.16504854474843578,-0.16504854474843578,0.03700815513957406
face guangpu variance171,0.1649916977733561,-0.1649916977733561,0.037074228265152435
face wenli variance1625,0.16485586957814485,-0.16485586957814485,0.037232504037565915
face guangpu variance35,0.16484574857576678,-0.16484574857576678,0.03724432045575189
face wenli variance41,0.16484256698707667,-0.16484256698707667,0.037248035660201406
face wenli variance49,0.16483206547923232,-0.16483206547923232,0.037260300697867434
face guangpu variance172,0.16481435260480898,-0.16481435260480898,0.03728099583025196
face guangpu variance34,0.1645706631993354,-0.1645706631993354,0.037566699629700426
face wenli mean17,0.16456958468260396,0.16456958468260396,0.03756796818310859
face guangpu variance173,0.16455766533673288,-0.16455766533673288,0.03758199014457271
face wenli mean1,0.16452947619334496,0.16452947619334496,0.03761516950644417
face wenli variance57,0.16449501824264134,-0.16449501824264134,0.03765576094751367
face guangpu variance174,0.16443563667067138,-0.16443563667067138,0.03772579901533028
face wenli variance1593,0.16443099155862556,-0.16443099155862556,0.03773128235583242
face wenli mean150,0.16442867031377104,-0.16442867031377104,0.03773402272994863
face wenli variance1601,0.1643849205068052,-0.1643849205068052,0.03778570347808082
face guangpu variance33,0.16435677241480237,-0.16435677241480237,0.03781898576018922
face wenli variance1609,0.16433580445012713,-0.16433580445012713,0.03784379431475126
face guangpu variance175,0.16429670660170428,-0.16429670660170428,0.03789009012652071
face wenli variance1617,0.16428889609446537,-0.16428889609446537,0.03789934427358911
