feature,abs_r,r,p_value,fdr_significant,mutual_info,selected_final
right ear wenli variance1110,0.09359542924758218,0.09359542924758218,0.23911474560931398,False,0.03213709021793565,False
right ear wenli mean374,0.09779535598321236,0.09779535598321236,0.21859360112080112,False,0.031916194895937444,False
left ear wenli variance1160,0.10316331390704839,0.10316331390704839,0.1942326482310645,False,0.031528542714312824,False
face wenli variance640,0.12773098908795477,0.12773098908795477,0.10748181417473397,False,0.03066184671144212,False
left ear wenli mean272,0.1405607975916245,-0.1405607975916245,0.07625509630201313,False,0.03054408253117802,False
face wenli mean209,0.1910677065200092,0.1910677065200092,0.015510814183576258,False,0.030495849514194928,False
face wenli variance376,0.10998945922796408,0.10998945922796408,0.16618556990834726,False,0.030397733271777083,False
left ear wenli mean214,0.11711202092643305,-0.11711202092643305,0.14025882798812925,False,0.030200925516194355,False
face wenli mean1371,0.09899013800353733,0.09899013800353733,0.212991817613585,False,0.030076754720100185,False
right ear wenli variance1016,0.09270584486696737,-0.09270584486696737,0.2436286483308316,False,0.03007167299626845,False
right ear wenli variance350,0.20787404808965015,0.20787404808965015,0.008347463779508875,False,0.029837454734525037,False
